Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP100548,Sales,37,93897,7,41.6,69,No
EMP100549,Sales,31,89879,16,42.6,86,Yes
EMP100550,Marketing,46,104800,8,41.3,63,No
EMP100551,Sales,38,89830,10,40.9,75,Yes
EMP100552,Operations,35,99701,11,45.8,87,Yes
EMP100553,Sales,24,84614,11,40.9,70,No
EMP100554,Sales,24,64979,8,41.2,61,No
EMP100555,Operations,37,98822,10,41.1,87,Yes
EMP100556,Finance,22,81971,7,49.7,71,No
EMP100557,IT,43,113547,8,39.5,63,No
EMP100558,IT,34,94188,10,45.0,79,No
EMP100559,Marketing,60,117476,8,38.3,61,No
EMP100560,Sales,53,111567,6,43.7,77,No
EMP100561,Marketing,34,93218,10,44.7,69,No
EMP100562,IT,34,94057,6,47.4,64,No
EMP100563,IT,43,105240,9,40.1,62,No
EMP100564,IT,49,115528,6,36.4,59,No
EMP100565,Finance,22,92763,13,38.1,76,No
EMP100566,Sales,22,71074,7,46.8,65,No
EMP100567,Finance,30,86299,10,52.4,84,No
EMP100568,Finance,40,84233,2,46.2,48,No
EMP100569,Operations,39,104989,10,35.7,61,No
EMP100570,HR,44,99704,9,46.0,73,Yes
EMP100571,Sales,25,82680,11,37.3,51,No
EMP100572,Marketing,22,75005,11,40.3,75,No
EMP100573,Finance,42,87591,6,42.9,56,Yes
EMP100574,Sales,28,89494,13,43.8,94,Yes
EMP100575,Operations,22,58453,4,42.3,37,No
EMP100576,Operations,36,88754,7,39.0,39,No
EMP100577,IT,41,108911,7,47.3,71,No
EMP100578,Operations,34,83117,9,39.4,59,No
EMP100579,Finance,31,84632,5,48.3,61,No
EMP100580,HR,34,87987,9,35.2,60,No
EMP100581,Finance,32,91122,8,43.1,66,No
EMP100582,Operations,24,70256,7,35.9,40,No
EMP100583,Finance,29,82662,6,37.8,40,No
EMP100584,HR,39,100943,13,39.4,76,Yes
EMP100585,Sales,38,107175,15,49.6,100,Yes
EMP100586,IT,36,102980,11,48.5,94,Yes
EMP100587,IT,27,93737,8,46.4,65,No
EMP100588,IT,34,91090,4,42.2,59,No
EMP100589,IT,22,68183,5,42.9,51,No
EMP100590,IT,36,113988,15,48.3,97,Yes
EMP100591,IT,46,113497,7,45.5,76,Yes
EMP100592,Sales,23,72976,11,42.1,69,No
EMP100593,IT,30,82188,11,49.4,72,No
EMP100594,HR,38,84148,11,46.1,65,No
EMP100595,Operations,45,103385,10,43.2,80,No
EMP100596,Finance,31,98259,10,39.7,65,No
EMP100597,Sales,29,73254,6,39.3,58,No
EMP100598,IT,22,85931,9,40.3,76,Yes
EMP100599,IT,36,78446,7,44.3,62,No
EMP100600,IT,51,122082,11,46.2,98,Yes
EMP100601,IT,37,103560,12,34.8,62,No
EMP100602,HR,35,97592,10,32.3,47,No
EMP100603,IT,38,90447,9,37.2,58,No
EMP100604,IT,35,99913,10,40.0,60,No
EMP100605,IT,28,73011,6,48.0,61,No
EMP100606,Finance,42,107502,13,40.6,77,No
EMP100607,IT,37,84993,6,43.3,58,No
EMP100608,Finance,35,112605,11,44.1,83,Yes
EMP100609,Sales,27,81267,10,36.9,63,No
EMP100610,Sales,45,112734,15,49.3,100,Yes
EMP100611,IT,40,109344,12,38.7,75,No
EMP100612,Marketing,31,80206,11,49.8,69,No
EMP100613,Sales,43,117931,15,41.4,96,Yes
EMP100614,IT,31,100841,11,40.3,60,No
EMP100615,Operations,29,88508,9,36.4,67,No
EMP100616,Operations,29,73892,8,43.0,62,No
EMP100617,IT,22,93012,11,53.3,97,Yes
EMP100618,HR,39,90519,7,44.1,55,No
EMP100619,Marketing,22,71206,9,43.4,64,Yes
EMP100620,Marketing,25,79770,8,38.7,48,No
EMP100621,IT,22,91436,13,45.0,85,Yes
EMP100622,IT,34,80236,5,42.8,43,No
EMP100623,Finance,34,98303,12,41.7,78,Yes
EMP100624,Finance,32,92311,11,44.5,66,No
EMP100625,Sales,27,82113,9,32.9,48,No
EMP100626,Finance,26,90527,9,41.5,52,No
EMP100627,Finance,39,99152,14,36.0,90,No
EMP100628,Marketing,31,86139,12,42.1,75,No
EMP100629,IT,38,98669,10,38.4,67,No
EMP100630,HR,28,66527,7,38.7,51,No
EMP100631,Marketing,36,73661,3,35.3,20,No
EMP100632,Operations,45,108009,12,47.6,85,Yes
EMP100633,Sales,40,98539,8,38.6,65,Yes
EMP100634,Sales,32,102290,16,38.9,90,Yes
EMP100635,IT,37,98114,7,49.7,68,No
EMP100636,Finance,33,96530,9,44.8,78,No
EMP100637,Sales,35,100082,6,31.8,47,No
EMP100638,IT,32,99015,11,48.9,90,Yes
EMP100639,HR,34,82727,6,50.2,69,No
EMP100640,Finance,37,96185,5,49.8,62,No
EMP100641,IT,27,93867,6,45.3,62,Yes
EMP100642,HR,27,78763,10,36.5,42,No
EMP100643,IT,24,83534,11,41.8,65,No
EMP100644,HR,22,73029,11,34.8,53,No
EMP100645,IT,25,80507,5,37.7,48,No
EMP100646,Operations,36,101691,12,36.4,76,Yes
EMP100647,Sales,28,79360,10,38.9,54,No
EMP100648,Sales,39,99998,7,42.8,58,No
EMP100649,Marketing,35,95431,13,39.8,88,Yes
EMP100650,Finance,22,84636,9,39.6,58,No
EMP100651,IT,40,104258,8,40.5,67,No
EMP100652,Sales,41,93736,6,49.5,75,No
EMP100653,Sales,27,86603,11,52.8,87,No
EMP100654,Marketing,38,97632,10,39.7,67,No
EMP100655,Finance,28,98552,9,43.7,69,No
EMP100656,IT,36,89096,10,37.8,58,No
EMP100657,HR,25,72640,8,45.8,63,No
EMP100658,Finance,22,69064,3,39.6,20,No
EMP100659,Sales,32,79337,5,38.4,41,No
EMP100660,Sales,34,74020,8,52.0,76,Yes
EMP100661,Finance,32,87881,5,35.2,45,No
EMP100662,Operations,26,75050,7,30.0,47,Yes
EMP100663,Sales,32,84393,10,45.7,79,No
EMP100664,IT,37,93655,5,40.2,55,No
EMP100665,IT,35,100043,11,38.8,72,No
EMP100666,IT,36,87146,8,55.7,78,No
EMP100667,IT,30,98129,12,45.7,88,No
EMP100668,IT,44,105280,5,41.7,61,No
EMP100669,IT,26,98505,17,38.5,86,Yes
EMP100670,HR,39,89570,9,44.2,62,No
EMP100671,IT,44,104249,6,33.3,48,No
EMP100672,Operations,39,101273,9,39.4,76,No
EMP100673,IT,33,87978,5,41.8,53,No
EMP100674,Sales,31,91207,9,43.1,68,No
EMP100675,Finance,43,104720,10,41.3,77,No
EMP100676,Operations,24,90604,10,38.5,68,No
EMP100677,IT,27,89579,11,46.6,81,Yes
EMP100678,Finance,32,83890,7,33.7,44,No
EMP100679,Operations,45,99797,8,40.6,60,No
EMP100680,Operations,38,91232,10,39.4,74,No
EMP100681,Marketing,27,69308,8,47.1,59,No
EMP100682,HR,33,90566,12,39.7,85,No
EMP100683,IT,30,63024,3,44.2,41,No
EMP100684,Sales,29,95895,18,43.7,100,Yes
EMP100685,Operations,43,98949,13,32.8,74,Yes
EMP100686,Sales,24,78853,9,41.7,56,No
EMP100687,Sales,48,84665,4,33.3,39,Yes
EMP100688,HR,42,96687,10,43.8,75,No
EMP100689,Marketing,44,104737,10,38.3,72,No
EMP100690,IT,31,80004,7,47.9,59,No
EMP100691,HR,34,79544,7,41.1,49,No
EMP100692,Finance,24,88696,11,38.1,51,No
EMP100693,Sales,31,83042,4,48.0,53,No
EMP100694,IT,39,86986,5,37.6,41,No
EMP100695,IT,45,104142,11,46.5,79,No
EMP100696,Sales,26,85816,7,44.3,60,No
EMP100697,HR,32,81869,13,40.2,73,No
EMP100698,Sales,34,88636,10,35.3,62,No
EMP100699,IT,24,90599,10,48.2,83,Yes
EMP100700,Finance,40,97785,11,44.5,84,Yes
EMP100701,Sales,29,78805,7,38.1,55,No
EMP100702,IT,33,102950,10,43.2,78,No
EMP100703,HR,31,68073,8,47.0,62,No
EMP100704,IT,29,95200,13,42.6,89,Yes
EMP100705,IT,35,91440,9,43.2,74,Yes
EMP100706,Operations,33,86756,11,47.2,67,No
EMP100707,HR,32,83114,7,49.7,67,No
EMP100708,Marketing,29,94830,12,41.4,62,No
EMP100709,HR,38,86547,8,35.3,37,No
EMP100710,Sales,48,106393,7,35.5,52,No
EMP100711,Marketing,36,92429,9,38.5,61,No
EMP100712,Sales,43,96766,9,37.3,58,No
EMP100713,Finance,24,83429,9,33.6,37,No
EMP100714,Finance,36,90428,10,51.2,89,No
EMP100715,HR,26,63049,7,44.6,47,No
EMP100716,Operations,23,82479,13,39.4,76,No
EMP100717,Marketing,29,69234,6,41.8,43,No
EMP100718,Operations,45,90964,7,33.1,43,No
EMP100719,IT,43,105329,10,47.8,87,Yes
EMP100720,Marketing,37,102878,12,32.3,63,No
EMP100721,Operations,23,94143,14,44.6,89,Yes
EMP100722,IT,33,92005,7,32.8,49,No
EMP100723,IT,37,109493,12,39.9,68,No
EMP100724,Marketing,36,80619,6,48.2,66,No
EMP100725,Sales,22,61406,8,33.8,32,No
EMP100726,Marketing,28,70839,7,41.3,42,No
EMP100727,IT,34,98750,11,45.1,74,Yes
EMP100728,Marketing,39,88446,6,44.3,66,No
EMP100729,IT,22,78394,7,42.4,43,No
EMP100730,IT,34,95310,9,44.5,77,No
EMP100731,IT,36,92352,7,38.9,58,No
EMP100732,Marketing,42,89663,4,51.7,65,No
EMP100733,Sales,41,86617,7,33.9,48,No
EMP100734,Sales,40,100212,8,47.8,73,Yes
EMP100735,Finance,29,89882,12,42.9,82,Yes
EMP100736,Operations,22,85203,8,45.1,62,No
EMP100737,Finance,32,91508,10,46.0,63,No
EMP100738,Marketing,43,87719,5,44.8,56,No
EMP100739,Finance,46,103224,8,37.9,68,No
EMP100740,Finance,41,101379,10,40.6,75,No
EMP100741,Finance,38,104243,10,34.7,78,Yes
EMP100742,HR,38,82946,7,40.5,52,No
EMP100743,Marketing,31,85722,7,43.6,59,No
EMP100744,Sales,34,90987,8,45.0,66,No
EMP100745,IT,48,112189,8,44.0,68,No
EMP100746,Operations,27,79238,7,33.2,38,No
EMP100747,Finance,48,126978,14,39.2,84,Yes
EMP100748,Sales,32,87940,7,38.7,35,No
EMP100749,Operations,46,103283,8,35.4,53,No
EMP100750,Sales,24,76936,7,37.8,48,No
EMP100751,IT,40,100884,11,42.0,81,No
EMP100752,Operations,29,87630,3,49.1,52,No
EMP100753,Sales,24,75769,6,37.2,39,No
EMP100754,HR,37,89367,9,36.4,65,No
EMP100755,IT,43,102228,6,39.0,46,Yes
EMP100756,Marketing,28,60615,6,43.7,46,No
EMP100757,Sales,23,75208,9,48.1,77,No
EMP100758,Sales,34,90456,9,41.6,60,No
EMP100759,Operations,34,80463,7,34.8,33,No
EMP100760,Marketing,39,79011,4,35.8,50,No
EMP100761,IT,43,103964,8,42.9,76,Yes
EMP100762,HR,35,87829,9,47.0,79,Yes
EMP100763,IT,50,121935,8,51.1,88,Yes
EMP100764,Marketing,37,95226,11,36.1,71,No
EMP100765,IT,32,100196,14,42.7,67,No
EMP100766,Sales,22,75226,10,36.9,52,No
EMP100767,Marketing,33,80997,6,37.5,54,No
EMP100768,Operations,32,82508,6,37.1,35,No
EMP100769,HR,43,91810,7,40.3,55,No
EMP100770,Marketing,39,101164,15,37.6,85,Yes
EMP100771,IT,26,94176,11,54.4,86,Yes
EMP100772,Marketing,36,93901,10,39.7,67,No
EMP100773,IT,40,103629,10,46.9,85,Yes
EMP100774,Finance,47,90283,4,38.7,47,No
EMP100775,Marketing,42,84090,5,53.2,64,No
EMP100776,IT,41,114806,9,43.7,71,No
EMP100777,IT,35,93439,12,46.2,86,Yes
EMP100778,Marketing,38,103305,11,39.0,76,No
EMP100779,Marketing,45,86229,7,46.9,68,No
EMP100780,Sales,24,76961,11,43.7,71,Yes
EMP100781,Sales,32,94352,14,40.1,83,No
EMP100782,Sales,29,92894,8,36.6,63,No
EMP100783,HR,38,95957,14,40.8,85,Yes
EMP100784,HR,45,88516,6,40.4,54,No
EMP100785,IT,30,90188,11,46.3,75,No
EMP100786,Operations,22,83132,12,40.8,82,Yes
EMP100787,Sales,32,91724,13,32.4,56,No
EMP100788,Finance,42,107626,12,45.2,85,Yes
EMP100789,Finance,39,99650,10,48.5,78,No
EMP100790,Operations,38,94519,7,33.7,34,Yes
EMP100791,IT,33,94971,6,51.0,75,No
EMP100792,Sales,25,77458,11,49.0,76,No
EMP100793,Sales,39,90436,8,38.8,58,No
EMP100794,Sales,28,73045,6,36.4,40,No
EMP100795,IT,52,121500,10,47.3,95,No
EMP100796,Operations,40,105240,11,35.2,75,No
EMP100797,Operations,30,87180,10,38.7,54,No
EMP100798,Sales,30,66656,6,35.4,52,No
EMP100799,Sales,34,98159,11,42.0,73,Yes
EMP100800,Operations,33,76106,7,49.3,70,No
EMP100801,Marketing,44,101909,13,43.9,88,Yes
EMP100802,IT,36,93391,5,47.1,63,No
EMP100803,Sales,29,85297,10,40.2,69,No
EMP100804,Sales,50,112636,8,42.5,83,Yes
EMP100805,Finance,35,82535,4,35.9,44,No
EMP100806,Marketing,41,93200,11,41.5,71,No
EMP100807,Operations,30,76930,6,38.3,45,No
EMP100808,Operations,38,96062,7,41.2,56,No
EMP100809,Finance,37,103178,10,40.9,78,No
EMP100810,IT,22,75923,5,40.4,50,No
EMP100811,Operations,51,117356,9,52.5,89,Yes
EMP100812,Marketing,45,114269,13,50.8,100,Yes
EMP100813,IT,32,106531,13,49.1,100,Yes
EMP100814,Operations,26,79532,13,51.0,100,Yes
EMP100815,Operations,38,100299,10,49.1,77,No
EMP100816,Sales,36,83986,5,41.9,50,No
EMP100817,Sales,38,94230,10,41.4,68,No
EMP100818,Finance,37,88105,6,43.2,78,No
EMP100819,IT,39,98370,7,40.9,61,No
EMP100820,HR,47,92045,8,36.8,66,No
EMP100821,Marketing,40,91619,7,43.5,71,No
EMP100822,IT,27,82162,6,34.2,41,No
EMP100823,HR,46,99523,10,42.7,74,Yes
EMP100824,Finance,48,117720,11,37.0,80,Yes
EMP100825,Sales,60,124834,12,41.6,98,Yes
EMP100826,Operations,26,74976,9,43.0,60,No
EMP100827,HR,37,73562,9,40.2,53,No
EMP100828,HR,22,75824,11,33.8,62,No
EMP100829,Marketing,39,102473,14,36.1,69,No
EMP100830,Finance,31,94743,12,44.3,83,Yes
EMP100831,IT,50,121431,8,39.2,79,No
EMP100832,Finance,29,82069,10,44.8,74,No
EMP100833,IT,22,82937,9,42.0,59,No
EMP100834,IT,31,84016,7,41.0,48,No
EMP100835,Finance,22,88936,12,43.7,87,Yes
EMP100836,Finance,41,87243,8,38.6,55,No
EMP100837,Operations,22,81224,10,44.0,61,No
EMP100838,Finance,35,96176,7,39.9,68,No
EMP100839,Sales,22,64662,6,54.7,72,Yes
EMP100840,Sales,32,93398,12,36.3,60,No
EMP100841,IT,48,104791,7,40.2,83,Yes
EMP100842,Sales,38,100966,11,40.4,70,No
EMP100843,IT,28,94721,9,35.2,64,No
EMP100844,Operations,35,93170,14,45.6,100,Yes
EMP100845,IT,35,92220,10,39.9,74,No
EMP100846,Finance,39,101179,6,30.1,45,No
EMP100847,IT,24,107447,15,45.5,86,No
EMP100848,Operations,40,104567,12,38.8,93,Yes
EMP100849,Sales,22,77211,8,41.5,64,No
EMP100850,Sales,30,94008,15,45.4,80,Yes
EMP100851,IT,31,99880,12,40.2,89,No
EMP100852,Marketing,40,87304,4,40.1,46,No
EMP100853,IT,35,111505,17,54.3,100,Yes
EMP100854,Operations,24,81499,7,31.2,35,No
EMP100855,IT,27,82460,5,35.6,42,No
EMP100856,IT,37,100634,8,36.5,65,No
EMP100857,IT,34,105028,14,50.9,97,Yes
EMP100858,Finance,30,87038,8,38.8,58,No
EMP100859,Sales,31,95512,10,43.2,100,Yes
EMP100860,IT,41,106275,9,39.6,72,No
EMP100861,Marketing,31,89816,12,45.0,88,Yes
EMP100862,Finance,34,89693,6,41.9,48,No
EMP100863,Sales,52,107613,8,43.3,61,No
EMP100864,Finance,24,69952,7,48.4,73,No
EMP100865,Finance,22,90835,10,44.2,82,Yes
EMP100866,Sales,41,104810,9,38.3,80,No
EMP100867,IT,30,94294,6,43.6,60,No
EMP100868,IT,32,86365,8,54.1,89,Yes
EMP100869,Operations,29,88070,7,44.8,42,No
EMP100870,Operations,33,105001,12,42.8,87,No
EMP100871,Finance,48,124269,13,35.1,90,Yes
EMP100872,HR,41,103887,11,45.6,77,No
EMP100873,Sales,42,102587,8,46.4,83,Yes
EMP100874,Finance,24,84120,13,43.6,77,No
EMP100875,IT,26,94046,11,42.6,74,Yes
EMP100876,IT,22,74678,8,56.2,76,No
EMP100877,Marketing,29,82816,12,46.3,92,Yes
EMP100878,Sales,43,106298,11,48.2,84,Yes
EMP100879,IT,39,96892,5,42.3,52,No
EMP100880,IT,33,94978,7,41.3,53,No
EMP100881,IT,35,94647,13,45.2,82,No
EMP100882,Sales,29,83075,9,41.3,64,No
EMP100883,IT,37,114694,15,41.7,99,Yes
EMP100884,IT,41,106290,7,44.3,63,No
EMP100885,Marketing,22,86483,14,39.4,80,No
EMP100886,IT,37,100308,8,43.1,73,No
EMP100887,Sales,42,109925,16,42.4,89,Yes
EMP100888,IT,32,104809,13,46.8,92,Yes
EMP100889,IT,41,116202,16,38.9,93,Yes
EMP100890,IT,58,120406,3,32.0,44,No
EMP100891,Marketing,34,93164,11,40.4,67,No
EMP100892,Operations,38,84430,4,44.0,50,No
EMP100893,Marketing,29,72786,7,46.8,60,No
EMP100894,Finance,36,101317,8,38.5,77,Yes
EMP100895,Sales,39,101154,10,44.7,78,No
EMP100896,IT,37,107818,6,47.7,82,No
EMP100897,HR,27,80357,11,45.8,86,No
EMP100898,Operations,37,99860,11,38.0,59,No
EMP100899,IT,47,102008,8,38.6,60,No
EMP100900,IT,39,108463,11,44.2,94,Yes
EMP100901,IT,43,109501,11,50.1,93,Yes
EMP100902,IT,33,98959,8,42.1,65,No
EMP100903,IT,41,112808,12,41.2,89,Yes
EMP100904,Sales,37,103112,11,35.2,76,Yes
EMP100905,Finance,27,91196,5,40.2,51,No
EMP100906,Operations,38,96210,13,38.4,73,Yes
EMP100907,Marketing,27,82480,8,42.1,41,No
EMP100908,HR,30,77702,7,34.4,44,No
EMP100909,HR,37,92076,6,40.4,52,Yes
EMP100910,Finance,37,105432,11,37.0,63,No
EMP100911,Sales,25,84608,10,46.7,72,Yes
EMP100912,HR,43,97909,9,37.7,59,No
EMP100913,Sales,40,108128,12,39.1,79,No
EMP100914,Finance,29,105726,14,43.4,88,Yes
EMP100915,Sales,23,73684,10,39.7,63,No
EMP100916,Finance,34,86246,6,53.8,74,Yes
EMP100917,HR,31,92412,11,46.7,90,Yes
EMP100918,Operations,36,77848,8,42.1,54,No
EMP100919,Marketing,32,85892,10,43.8,84,Yes
EMP100920,IT,22,78097,6,30.2,43,No
EMP100921,Operations,32,85539,9,48.2,85,Yes
EMP100922,Finance,33,96886,6,44.6,65,No
EMP100923,Operations,40,97256,8,41.6,63,No
EMP100924,Marketing,29,75076,7,44.8,54,No
EMP100925,Finance,48,112394,12,45.4,100,Yes
EMP100926,IT,22,84291,9,39.9,69,No
EMP100927,HR,45,103996,10,43.9,69,No
EMP100928,Sales,33,95030,12,47.2,93,Yes
EMP100929,Sales,42,107793,14,44.3,86,No
EMP100930,HR,36,91028,15,40.7,86,Yes
EMP100931,IT,44,116644,12,43.5,95,Yes
EMP100932,Marketing,32,93711,13,48.9,100,Yes
EMP100933,Operations,26,69655,6,45.9,56,Yes
EMP100934,Sales,46,112358,10,36.2,68,No
EMP100935,IT,34,107236,9,44.9,77,No
EMP100936,HR,37,78694,5,44.3,61,No
EMP100937,IT,45,110213,8,47.8,85,Yes
EMP100938,Operations,27,68570,6,42.2,48,No
EMP100939,IT,40,121223,16,40.2,83,Yes
EMP100940,Sales,30,87985,9,35.2,35,No
EMP100941,HR,34,80043,9,38.5,59,No
EMP100942,Sales,36,91539,11,48.0,72,No
EMP100943,Sales,23,86085,8,43.0,58,No
EMP100944,Marketing,29,85097,10,41.5,65,No
EMP100945,IT,46,109494,11,48.5,100,Yes
EMP100946,IT,42,117133,12,47.4,95,Yes
EMP100947,IT,34,89378,4,38.3,50,Yes
EMP100948,Operations,37,96553,11,48.0,88,Yes
EMP100949,Operations,33,95471,10,33.7,39,No
EMP100950,Sales,46,88723,9,44.3,66,No
EMP100951,Sales,33,70758,5,43.7,38,No
EMP100952,Sales,37,101875,9,47.7,93,Yes
EMP100953,IT,44,108226,9,43.9,61,No
EMP100954,Operations,29,73239,5,40.8,41,No
EMP100955,Finance,47,101573,9,41.2,67,No
EMP100956,Finance,23,76563,6,55.5,63,No
EMP100957,Sales,48,103304,6,42.4,63,No
EMP100958,IT,32,103245,9,45.0,75,No
EMP100959,IT,33,101635,11,31.9,63,No
EMP100960,Marketing,22,65383,6,37.9,45,No
EMP100961,IT,31,97634,10,44.6,78,No
EMP100962,Sales,27,84657,7,33.9,48,No
EMP100963,IT,30,97547,9,44.7,82,Yes
EMP100964,Finance,34,104929,13,38.4,66,No
EMP100965,HR,43,98047,11,36.8,73,No
EMP100966,Finance,37,86912,5,38.4,38,No
EMP100967,Marketing,37,88003,11,49.6,78,Yes
EMP100968,HR,26,72454,13,43.7,75,No
EMP100969,Sales,28,81564,7,37.4,53,No
EMP100970,Finance,49,114990,9,45.9,86,Yes
EMP100971,Sales,29,83366,5,46.1,49,No
EMP100972,Operations,48,112770,11,40.1,91,Yes
EMP100973,Marketing,33,92105,9,46.8,71,No
EMP100974,IT,35,104617,13,47.0,86,Yes
EMP100975,IT,44,115425,10,46.3,75,No
EMP100976,HR,45,81991,5,38.6,34,No
EMP100977,Sales,34,87839,8,36.1,42,No
EMP100978,IT,32,80011,7,33.5,45,No
EMP100979,Finance,35,98990,11,38.7,76,No
EMP100980,Sales,38,105749,11,40.2,69,No
EMP100981,HR,42,101021,14,40.6,75,Yes
EMP100982,Marketing,35,97931,12,41.8,77,No
EMP100983,IT,40,120239,17,50.7,100,Yes
EMP100984,IT,48,106777,7,40.3,65,No
EMP100985,Marketing,38,92480,10,41.8,62,No
EMP100986,Finance,37,119078,17,32.9,88,Yes
EMP100987,Sales,23,82900,10,53.1,96,Yes
EMP100988,Finance,22,74094,8,35.4,37,Yes
EMP100989,IT,38,84475,4,38.5,42,No
EMP100990,Marketing,34,79241,4,45.5,55,Yes
EMP100991,Marketing,31,76309,7,43.2,48,No
EMP100992,Sales,37,85335,5,50.2,68,No
EMP100993,HR,35,87073,16,45.6,82,Yes
EMP100994,Sales,44,113645,12,41.6,89,Yes
EMP100995,Finance,36,97618,10,47.2,80,Yes
EMP100996,IT,29,85928,6,47.8,52,No
EMP100997,Operations,43,103802,14,38.7,88,No
EMP100998,IT,33,94136,9,46.8,67,No
EMP100999,Operations,39,88535,5,40.9,50,No
EMP101000,Finance,31,90320,11,41.5,77,Yes
EMP101001,IT,30,96305,12,42.7,71,Yes
EMP101002,Sales,36,97118,7,40.1,55,No
EMP101003,Operations,35,85100,12,39.8,79,No
EMP101004,Marketing,39,92307,8,46.9,54,No
EMP101005,Marketing,33,73887,5,34.4,47,No
EMP101006,Sales,22,78219,6,36.7,32,No
EMP101007,Sales,32,82916,7,45.4,56,No
EMP101008,Marketing,41,85517,7,41.6,59,No
EMP101009,IT,33,96306,10,47.0,84,Yes
EMP101010,Finance,33,94898,9,43.8,73,Yes
EMP101011,IT,43,122654,8,35.3,66,No
EMP101012,Operations,29,70341,9,42.3,55,No
EMP101013,Operations,23,72205,11,44.7,82,Yes
EMP101014,IT,34,106631,10,43.2,83,No
EMP101015,Marketing,31,72546,8,39.7,62,No
EMP101016,Operations,27,82458,10,40.6,61,No
EMP101017,IT,34,108500,17,39.2,76,Yes
EMP101018,Sales,39,86757,6,35.4,53,Yes
EMP101019,Operations,35,87367,8,34.7,54,No
EMP101020,IT,37,105804,13,44.0,89,Yes
EMP101021,Sales,50,115542,9,37.6,65,No
EMP101022,HR,32,87570,9,44.9,66,No
EMP101023,Operations,37,95158,9,39.0,59,No
EMP101024,Operations,31,96584,16,35.4,81,No
EMP101025,Operations,28,81551,8,40.0,47,No
EMP101026,Finance,30,92230,8,52.5,85,Yes
EMP101027,Operations,31,89610,8,41.5,78,No
EMP101028,Marketing,38,90420,7,45.2,60,No
EMP101029,HR,54,113366,8,42.8,60,No
EMP101030,Marketing,29,77301,9,35.0,50,No
EMP101031,IT,32,110440,14,49.2,100,Yes
EMP101032,Sales,34,97826,11,40.8,77,Yes
EMP101033,IT,38,99940,10,35.4,76,No
EMP101034,IT,37,105596,11,39.4,81,Yes
EMP101035,IT,45,110209,8,41.0,54,No
EMP101036,Sales,22,69348,6,45.7,44,No
EMP101037,HR,22,72082,12,38.6,67,No
EMP101038,Marketing,31,79651,12,55.1,88,Yes
EMP101039,IT,44,112064,13,37.3,92,Yes
EMP101040,HR,22,64370,8,45.1,50,Yes
EMP101041,Sales,22,70365,8,32.1,48,No
EMP101042,Marketing,40,92666,11,41.4,67,No
EMP101043,HR,37,86567,6,43.8,60,No
EMP101044,Sales,26,86976,13,36.4,62,No
EMP101045,Operations,27,97200,11,49.5,91,Yes
EMP101046,Sales,27,95536,16,44.2,100,Yes
EMP101047,IT,36,105641,9,40.4,71,No
EMP101048,IT,30,101751,15,44.1,100,Yes
EMP101049,Operations,39,105430,17,39.0,87,Yes
EMP101050,IT,22,78777,6,48.3,62,No
EMP101051,Operations,28,96773,13,47.1,96,Yes
EMP101052,Sales,26,85266,12,43.9,69,No
EMP101053,Operations,33,92281,10,45.1,75,Yes
EMP101054,Marketing,31,75945,4,34.6,39,No
EMP101055,Operations,41,109412,16,49.3,100,Yes
EMP101056,Finance,22,70319,4,41.5,51,No
EMP101057,Marketing,35,78609,7,47.1,56,No
EMP101058,Finance,39,94533,6,45.7,66,No
EMP101059,Finance,50,127920,15,47.0,97,Yes
EMP101060,Sales,31,89974,10,36.8,55,No
EMP101061,Operations,38,111105,18,37.4,94,Yes
EMP101062,Operations,22,78950,9,53.2,88,Yes
EMP101063,Marketing,22,66570,5,34.4,37,No
EMP101064,Finance,42,112683,14,36.5,83,Yes
EMP101065,Finance,35,108611,14,42.2,93,Yes
EMP101066,Marketing,44,101620,10,42.2,78,Yes
EMP101067,IT,24,79980,7,39.3,55,No
EMP101068,IT,39,102210,7,45.1,64,No
EMP101069,Finance,50,112989,9,46.5,74,Yes
EMP101070,HR,38,79711,6,41.9,50,No
EMP101071,HR,37,86533,9,40.7,56,Yes
EMP101072,IT,35,101003,10,41.9,78,No
EMP101073,IT,22,84978,14,39.5,88,No
EMP101074,IT,46,107999,6,33.5,55,No
EMP101075,Operations,30,95279,9,43.5,56,No
EMP101076,Finance,39,92322,8,45.8,64,No
EMP101077,Finance,22,78385,10,41.2,64,Yes
EMP101078,Sales,26,102480,12,30.7,52,No
EMP101079,IT,46,97467,4,39.1,49,No
EMP101080,Operations,32,99718,12,46.5,90,Yes
EMP101081,Marketing,47,103028,10,34.8,75,No
EMP101082,IT,34,91961,6,45.5,77,Yes
EMP101083,Finance,22,75213,7,39.8,41,No
EMP101084,Operations,42,97554,7,41.9,61,No
EMP101085,Operations,30,67521,5,38.6,39,No
EMP101086,Finance,41,94518,4,36.3,37,No
EMP101087,Sales,35,86980,8,49.2,73,Yes
EMP101088,IT,23,61822,3,46.1,41,No
EMP101089,Operations,36,99925,10,45.2,83,Yes
EMP101090,IT,53,103555,7,46.5,82,Yes
EMP101091,Operations,39,100691,5,44.5,62,Yes
EMP101092,Sales,35,102102,13,46.7,86,Yes
EMP101093,Sales,44,86634,5,38.7,39,No
EMP101094,Sales,37,99829,8,48.9,93,Yes
EMP101095,IT,37,97898,10,48.4,89,Yes
EMP101096,IT,26,79571,7,43.9,62,No
EMP101097,IT,37,89794,9,40.6,62,No
