customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
C556,50.0,Female,North,Post-Graduate,Self-Employed,699859.28,"₹84,353",Other,862.8,0,26,30.22,2015-05-29,0
C557,38.0,Male,North,Graduate,Unemployed,695732.29,"₹500,000",Education,640.2,5,25,12.67,2023-10-01,0
C558,43.0,Male,North,Post-Graduate,Business,530045.02,"₹260,652",Medical,711.2,0,53,25.96,2021-05-14,0
C559,65.0,Female,South,Post-Graduate,Self-Employed,212609.51,"₹128,745",Other,704.4,0,54,12.58,2017-05-15,0
C560,61.0,Female,East,Post-Graduate,Self-Employed,1326212.53,"₹748,763",Other,656.9,2,137,27.58,2018-11-12,0
C561,24.0,Male,West,Post-Graduate,Unemployed,189571.11,"₹66,386",Medical,788.6,3,47,71.38,2023-09-25,0
C562,50.0,Male,South,Post-Graduate,,747737.26,"₹452,304",Car,593.8,6,100,34.26,2024-12-13,0
C563,68.0,Male,West,Primary,Business,141861.02,"₹1,003,183",Business,590.5,2,110,108.19,2015-07-14,1
C564,48.0,Female,North,Graduate,Unemployed,2575932.09,"₹50,000",Education,483.2,3,71,63.36,2018-10-16,0
C565,44.0,Female,East,Secondary,Self-Employed,835567.37,"₹380,172",Medical,,3,77,126.16,2021-03-05,1
C566,20.0,Other,South,Secondary,Business,678106.06,"₹648,423",Business,763.3,2,69,60.91,2021-07-22,0
C567,34.0,Female,South,Primary,Self-Employed,4574150.78,"₹195,779",Business,589.4,2,146,49.33,2023-05-25,0
C568,49.0,Female,South,Post-Graduate,Self-Employed,482603.09,"₹126,074",Business,660.2,0,49,22.65,2026-03-10,0
C569,54.0,Female,North,Secondary,Self-Employed,411989.13,"₹1,237,241",Education,830.4,1,152,34.97,2020-06-27,1
C570,69.0,Female,South,Secondary,Self-Employed,806811.6,"₹436,982",Car,748.5,3,77,110.26,2016-05-13,0
C571,32.0,Male,West,Post-Graduate,Salaried,630491.43,"₹388,024",Other,725.9,3,100,48.81,2017-07-02,0
C572,46.0,Other,South,Post-Graduate,Salaried,281433.62,"₹405,592",Education,770.2,1,65,42.42,2026-04-14,0
C573,58.0,Female,North,Secondary,Unemployed,513164.65,"₹1,025,962",Medical,727.4,0,101,21.7,2021-11-21,0
C574,,Male,West,Primary,Business,1051153.75,"₹214,233",Other,632.9,5,139,25.94,2025-08-17,0
C575,56.0,Male,East,Secondary,Business,382654.44,"₹131,776",Education,677.4,0,57,67.85,2024-03-02,0
C576,59.0,Male,West,Graduate,Salaried,864867.49,"₹500,000",Business,731.5,0,124,165.03,2026-04-13,0
C577,35.0,Male,North,Secondary,Self-Employed,315541.75,"₹59,880",Home,614.2,0,57,49.1,2017-04-10,0
C578,58.0,Male,East,Graduate,Unemployed,,"₹159,323",Medical,685.3,4,105,57.81,2020-11-05,0
C579,51.0,Male,North,Secondary,Salaried,2714487.3,"₹905,859",Car,679.0,0,95,19.28,2015-07-09,0
C580,25.0,Female,West,Post-Graduate,Unemployed,1461451.17,"₹706,118",Medical,755.1,2,102,43.28,2018-07-20,0
C581,23.0,Female,West,Secondary,Salaried,,"₹159,845",Home,661.8,2,63,144.78,2024-09-12,0
C582,43.0,Female,East,Primary,Unemployed,436901.23,"₹447,634",Car,762.8,3,38,9.3,2018-06-04,0
C583,67.0,Male,South,Graduate,Self-Employed,154571.93,"₹233,340",Business,,1,153,68.46,2016-02-08,0
C584,46.0,Male,South,Secondary,Unemployed,575969.96,"₹307,454",Business,890.0,4,182,62.76,2022-02-08,0
C585,30.0,Male,North,Graduate,,342543.48,"₹101,869",Home,823.5,1,109,53.06,2025-07-28,0
C586,35.0,Female,East,Primary,Self-Employed,7141268.17,"₹310,202",Car,624.7,1,74,60.12,2024-04-21,0
C587,44.0,Male,South,Secondary,Self-Employed,42393.29,"₹236,622",Home,666.1,2,134,55.62,2024-02-22,1
C588,52.0,Male,South,Secondary,Salaried,,"₹983,101",Education,696.1,1,63,27.43,2017-11-16,1
C589,60.0,Female,East,Primary,Unemployed,471595.2,"₹91,222",Car,753.3,6,83,48.09,2020-08-15,0
C590,64.0,Female,East,Graduate,Unemployed,809074.9,,Car,616.2,3,85,88.39,2016-01-29,0
C591,29.0,Male,South,Primary,Self-Employed,252055.93,"₹288,809",Other,722.9,0,102,42.58,2021-04-07,0
C592,67.0,Female,East,Graduate,Self-Employed,87754.25,"₹375,398",Home,788.8,1,88,25.46,2017-10-31,1
C593,32.0,Female,North,Primary,Business,227794.24,"₹1,170,362",Car,730.0,2,126,10.4,2015-05-17,1
C594,64.0,Other,East,Secondary,Salaried,,"₹1,306,965",Medical,617.0,5,138,98.91,2018-05-30,1
C595,57.0,Male,South,Graduate,Salaried,475219.68,"₹339,964",Business,526.6,0,71,207.21,2020-06-09,1
C596,68.0,Male,West,Post-Graduate,Self-Employed,293949.55,"₹172,164",Medical,703.8,3,111,26.79,2017-08-18,0
C597,37.0,Female,North,Post-Graduate,Self-Employed,684441.08,"₹596,542",Other,854.2,2,73,10.83,2017-07-13,0
C598,47.0,Male,South,Post-Graduate,Business,328084.08,"₹446,584",Education,900.0,0,24,104.67,2017-05-11,0
C599,64.0,Female,East,Graduate,Business,254919.85,"₹559,851",Medical,580.5,0,102,62.61,2023-06-06,1
C600,51.0,Female,West,Primary,Salaried,911716.31,"₹342,437",Education,,0,13,34.26,2015-11-23,0
C601,59.0,Female,West,Primary,Unemployed,1588144.52,"₹392,168",Education,871.0,4,153,248.57,2020-09-07,1
C602,70.0,Female,East,Graduate,Self-Employed,121180.15,"₹696,149",Car,611.2,0,61,79.49,2022-10-26,1
C603,,Male,East,Graduate,Self-Employed,347888.03,"₹103,449",Car,593.9,0,118,28.24,2023-02-09,0
C604,28.0,Male,North,Primary,Self-Employed,1714178.12,"₹440,421",Education,607.5,2,64,11.77,2024-01-28,0
C605,27.0,Female,East,Graduate,Unemployed,,"₹988,235",Car,654.5,4,90,13.51,2019-11-29,1
C606,32.0,Female,South,Secondary,Salaried,1292338.48,"₹167,333",Education,726.4,0,50,33.29,2023-03-01,0
C607,45.0,Male,East,Secondary,Business,530933.17,"₹60,827",Medical,,0,191,68.54,2017-05-08,0
C608,32.0,Female,East,Secondary,Unemployed,71906.34,"₹237,272",Other,,6,96,226.21,2025-09-09,1
C609,27.0,Male,East,Primary,Business,3080686.48,"₹573,353",Business,899.2,0,42,54.72,2026-05-24,0
C610,27.0,Other,East,Primary,Salaried,787053.95,"₹355,765",Other,709.5,0,49,24.99,2026-02-06,0
C611,25.0,Male,North,Primary,Unemployed,,"₹187,489",Car,660.1,4,68,39.98,2024-01-02,0
C612,32.0,Male,North,Graduate,Unemployed,1033234.95,"₹101,285",Home,521.5,2,89,34.69,2023-05-29,0
C613,29.0,Male,West,Secondary,,673177.66,"₹122,969",Education,693.1,0,37,59.72,2021-12-28,0
C614,24.0,Male,South,Secondary,Salaried,495951.19,"₹1,296,968",Business,717.7,5,123,29.45,2020-05-15,1
C615,30.0,Male,North,Graduate,Salaried,,"₹328,598",Car,576.9,2,50,23.58,2025-01-17,0
C616,36.0,Female,West,Post-Graduate,Unemployed,359060.24,"₹175,846",Car,742.1,3,57,50.54,2015-12-08,0
C617,23.0,Male,South,Graduate,Salaried,525317.69,"₹313,829",Business,624.8,0,170,52.67,2019-07-26,0
C618,31.0,Female,North,Primary,Unemployed,136416.21,"₹669,414",Other,627.8,4,113,222.12,2024-06-25,1
C619,54.0,Female,East,Secondary,Business,440852.0,"₹89,862",Home,691.2,0,85,57.81,2020-01-01,0
C620,58.0,Male,North,Secondary,Unemployed,138351.55,"₹891,001",Home,658.1,4,65,67.14,2019-07-14,1
C621,53.0,Female,South,Secondary,Salaried,476645.76,"₹563,636",Car,700.7,0,69,45.17,2026-04-18,0
C622,67.0,Male,East,Primary,Salaried,1273247.09,"₹817,277",Other,696.8,1,104,30.63,2019-02-16,0
C623,30.0,Male,West,Primary,Unemployed,228385.82,"₹332,371",Other,793.9,4,35,33.35,2017-04-30,0
C624,32.0,,West,Primary,Salaried,3216185.34,"₹95,538",Other,656.3,0,19,20.26,2025-01-31,0
C625,33.0,Female,West,Graduate,Business,376979.38,"₹638,161",Car,655.5,0,88,66.42,2021-09-22,1
C626,20.0,Female,West,Secondary,Unemployed,126060.69,"₹85,965",Other,727.2,6,76,22.35,2017-12-26,0
C627,51.0,Male,South,Secondary,Self-Employed,3040237.94,"₹597,588",Education,772.0,0,76,36.99,2025-02-22,0
C628,67.0,,West,Primary,,210354.2,"₹207,165",Other,754.9,1,52,52.71,2018-06-30,0
C629,43.0,Female,South,Secondary,Unemployed,358066.98,"₹660,968",Car,688.3,0,107,32.03,2023-01-01,1
C630,65.0,Male,South,Graduate,Salaried,62924.52,"₹787,850",Home,688.0,6,120,70.56,2024-04-24,1
C631,52.0,Female,West,Secondary,Unemployed,732328.36,"₹193,906",Business,710.4,2,123,35.5,2023-02-16,0
C632,55.0,Female,South,Post-Graduate,Salaried,1114109.47,"₹134,084",Education,618.1,8,86,18.97,2016-11-11,0
C633,56.0,Female,North,Post-Graduate,Self-Employed,,"₹101,902",Medical,606.6,0,126,69.5,2022-06-20,0
C634,20.0,Male,North,Primary,Business,89937.73,,Education,678.2,3,50,72.0,2025-12-18,1
C635,35.0,Male,West,Primary,Business,804079.38,"₹62,474",Home,707.0,3,86,21.82,2017-09-26,0
C636,63.0,Male,South,Primary,Self-Employed,213843.17,"₹286,490",Business,607.2,3,120,191.71,2016-05-16,1
C637,29.0,Female,North,Primary,Self-Employed,1209480.94,"₹346,352",Medical,,1,91,18.49,2021-08-27,0
C638,,Female,East,Secondary,Unemployed,296772.2,"₹445,030",Home,622.5,0,93,30.92,2025-01-01,0
C639,65.0,Female,North,Graduate,Business,995957.58,"₹443,798",Medical,588.3,7,75,49.65,2020-02-12,0
C640,28.0,Male,East,Post-Graduate,Unemployed,1081881.03,"₹949,247",Business,768.1,5,143,13.35,2018-05-08,0
C641,41.0,Male,West,Secondary,Self-Employed,584584.23,"₹246,249",Business,759.1,3,138,21.16,2026-03-12,0
C642,45.0,Male,West,Primary,Business,314550.07,"₹6,697,947",Medical,651.9,5,137,58.91,2017-09-25,1
C643,26.0,Female,East,Graduate,Business,169055.79,,Other,728.0,1,159,46.76,2022-06-05,0
C644,30.0,Male,East,Secondary,Self-Employed,886487.27,"₹722,065",Home,655.8,4,118,42.7,2020-12-19,0
C645,46.0,Male,South,Graduate,Self-Employed,,"₹167,064",Other,722.1,0,57,47.85,2016-05-11,0
C646,30.0,Female,East,Secondary,Unemployed,,"₹1,949,307",Business,832.5,3,73,25.08,2018-04-24,0
C647,58.0,Male,South,Post-Graduate,Business,238304.83,"₹537,235",Medical,818.3,8,124,31.78,2023-05-31,1
C648,19.0,Female,West,Graduate,,159564.52,"₹416,471",Car,605.1,0,85,66.6,2016-07-10,1
C649,,Male,South,Secondary,Salaried,342560.37,"₹292,416",Car,629.5,0,122,37.3,2020-11-06,0
C650,33.0,Male,North,Primary,Self-Employed,484965.91,"₹131,862",Home,548.3,0,119,62.16,2016-07-10,0
C651,30.0,Female,North,Secondary,Self-Employed,560584.07,"₹366,181",Business,708.4,4,146,22.14,2026-06-17,0
C652,28.0,Male,East,Graduate,Self-Employed,362751.32,"₹474,195",Car,612.9,3,100,165.89,2019-08-12,1
C653,66.0,Female,East,Secondary,Business,408619.37,"₹732,488",Business,611.3,2,105,39.93,2022-05-05,1
C654,,Female,South,Post-Graduate,Unemployed,561956.96,,Other,745.4,5,45,83.97,2023-07-22,1
C655,54.0,,North,Primary,,308515.95,"₹263,345",Business,,1,165,62.97,2015-09-06,0
C656,29.0,Male,North,Primary,Self-Employed,291115.25,,Business,608.9,0,113,15.02,2025-06-12,0
C657,29.0,Male,North,Primary,Business,1393133.52,"₹100,570",Car,726.4,7,102,68.01,2025-12-16,0
C658,63.0,Other,North,Graduate,Business,204757.02,"₹334,833",Education,679.4,0,81,53.04,2024-01-05,1
C659,47.0,Male,East,Secondary,Unemployed,751322.5,"₹127,584",Medical,782.6,1,31,81.59,2018-04-03,0
C660,39.0,Female,South,Secondary,Self-Employed,1046068.03,"₹345,563",Business,650.5,0,60,99.47,2022-07-06,0
C661,25.0,Male,East,Post-Graduate,,276003.42,"₹463,337",Business,534.7,4,90,81.49,2017-06-02,1
C662,27.0,Male,East,Secondary,,355118.39,"₹103,867",Other,682.6,2,76,37.5,2023-01-07,0
C663,43.0,Male,East,Graduate,Unemployed,390736.75,"₹1,771,532",Business,585.3,0,71,34.19,2017-03-13,1
C664,62.0,Female,East,Post-Graduate,Salaried,737995.97,"₹130,203",Home,729.4,5,111,24.44,2025-07-11,0
C665,38.0,Male,West,Secondary,Unemployed,742066.38,"₹303,148",Car,,6,27,28.59,2026-01-06,0
C666,46.0,Male,South,Primary,Business,636951.38,"₹289,187",Education,651.5,1,69,32.35,2020-01-05,0
C667,61.0,Female,West,Secondary,,266142.9,"₹69,698",Medical,566.4,5,56,36.15,2024-10-14,0
C668,62.0,Male,North,Primary,Salaried,360777.79,"₹149,234",Other,753.8,0,134,32.54,2016-07-01,0
C669,,Female,West,Primary,Salaried,324932.39,"₹50,106",Business,844.6,3,159,62.47,2025-08-25,0
C670,48.0,Male,North,Secondary,Unemployed,,"₹572,659",Other,604.1,4,89,13.59,2024-04-10,0
C671,41.0,Male,East,Post-Graduate,Salaried,332832.67,"₹524,335",Car,709.5,1,1,40.78,2018-07-12,0
C672,56.0,Female,East,Post-Graduate,Salaried,,"₹65,218",Education,705.3,0,106,82.11,2022-05-03,0
C673,48.0,Female,West,Post-Graduate,Self-Employed,477373.79,"₹181,277",Education,679.4,5,78,123.43,2022-10-26,0
C674,30.0,Male,West,Graduate,Business,,"₹680,526",Business,773.2,4,146,70.81,2019-08-02,0
C675,55.0,Female,South,Primary,Business,635294.53,"₹560,156",Education,619.9,3,83,42.16,2016-08-13,0
C676,,Male,West,Primary,Salaried,1467679.53,"₹358,633",Car,782.8,6,103,38.19,2017-09-05,0
C677,29.0,Male,East,Primary,Salaried,966760.85,"₹57,363",Education,659.0,1,84,23.8,2021-03-20,0
C678,45.0,Male,South,Secondary,Business,1240096.91,"₹489,261",Business,675.4,2,88,15.45,2021-01-18,0
C679,25.0,Male,South,Post-Graduate,Self-Employed,201884.89,"₹7,341,290",Other,639.4,0,115,32.83,2018-05-16,1
C680,42.0,Female,West,Primary,Business,144872.18,"₹7,237,443",Medical,609.5,0,117,26.45,2016-09-25,1
C681,62.0,Female,West,Secondary,Unemployed,278246.87,"₹173,629",Business,607.2,1,117,61.69,2015-06-29,0
C682,54.0,Male,East,Post-Graduate,Salaried,478001.86,,Home,656.3,6,89,61.76,2019-05-23,0
C683,42.0,Male,North,Secondary,Salaried,700981.61,"₹334,482",Medical,678.5,4,15,21.12,2018-09-27,0
C684,22.0,Male,North,Primary,Self-Employed,288879.99,"₹57,941",Car,743.5,0,77,17.5,2019-03-11,0
C685,68.0,Male,East,Secondary,Business,509368.48,"₹1,007,217",Car,681.3,4,90,55.51,2023-06-19,1
C686,18.0,Male,West,Post-Graduate,Unemployed,,"₹259,210",Car,794.4,0,54,34.36,2024-02-22,0
C687,50.0,Female,South,Primary,Self-Employed,,"₹2,315,864",Other,547.2,3,100,34.54,2018-02-19,1
C688,68.0,Male,West,Secondary,Self-Employed,424773.68,"₹189,999",Business,548.4,9,120,30.86,2025-06-07,0
C689,59.0,Female,North,Graduate,Business,1335951.46,"₹110,558",Home,,2,88,13.62,2023-04-30,0
C690,46.0,Male,East,Post-Graduate,Business,631642.44,"₹309,116",Home,577.3,3,79,137.69,2026-05-07,1
C691,27.0,Male,East,Post-Graduate,Business,168481.33,"₹256,592",Other,,0,117,62.19,2018-09-18,0
C692,49.0,Male,North,Post-Graduate,Business,235681.83,,Car,676.7,0,23,56.18,2020-07-02,1
C693,70.0,Male,West,Post-Graduate,Business,309337.15,"₹536,720",Business,630.4,8,107,40.48,2023-12-20,1
C694,54.0,Male,East,Primary,Self-Employed,204730.41,"₹113,043",Home,725.6,3,68,38.69,2023-04-23,0
C695,37.0,Male,West,Post-Graduate,Unemployed,613189.09,"₹128,661",Other,718.5,5,104,44.01,2017-01-26,0
C696,59.0,Male,North,Primary,Unemployed,300046.07,"₹155,923",Medical,696.5,2,84,80.9,2015-11-16,0
C697,23.0,,North,Secondary,Self-Employed,491052.38,"₹367,181",Education,708.1,1,43,25.17,2023-10-28,0
C698,60.0,Male,West,Post-Graduate,Business,1222180.31,"₹691,204",Home,671.2,5,41,20.98,2018-06-25,0
C699,23.0,Male,North,Secondary,Salaried,765633.57,"₹208,171",Other,524.4,6,59,17.7,2025-08-12,0
C700,20.0,Male,South,Post-Graduate,Self-Employed,399840.72,"₹646,608",Other,566.0,8,75,88.23,2022-05-02,1
C701,63.0,Male,East,Secondary,Salaried,916712.57,"₹229,783",Education,586.7,2,97,31.01,2023-05-14,0
C702,18.0,Male,West,Secondary,Self-Employed,110214.67,"₹503,916",Business,728.2,0,40,8.22,2015-11-19,1
C703,64.0,Female,East,Post-Graduate,Salaried,404598.65,"₹1,270,448",Education,690.6,5,134,64.71,2023-11-09,1
C704,18.0,Female,South,Primary,Self-Employed,1542214.99,"₹50,000",Medical,562.0,4,43,32.73,2021-11-13,0
C705,60.0,Male,West,Secondary,Business,1300746.53,"₹704,351",Business,615.5,4,71,22.81,2020-10-07,0
C706,28.0,Male,South,Secondary,Business,282405.25,,Business,,5,118,74.94,2017-09-27,1
C707,60.0,Female,East,Primary,Business,923217.82,"₹135,808",Home,660.5,1,91,29.21,2024-09-12,0
C708,69.0,Female,West,Secondary,Self-Employed,154706.43,"₹452,009",Education,605.6,0,16,38.84,2023-09-08,1
C709,59.0,Male,South,Primary,Salaried,468594.84,"₹444,365",Business,836.3,1,119,43.48,2018-01-17,0
C710,49.0,Female,East,Primary,Salaried,1479844.82,"₹331,446",Medical,590.3,7,67,6.93,2016-09-01,0
C711,41.0,Male,West,Graduate,Business,438501.78,"₹175,412",Car,573.1,2,172,64.13,2017-10-10,0
C712,54.0,Male,North,Secondary,Salaried,72232.66,,Home,821.8,0,61,23.22,2021-09-03,1
C713,43.0,Other,North,Graduate,Unemployed,216320.55,"₹670,650",Business,782.8,8,90,52.34,2015-05-18,1
C714,31.0,Female,South,Secondary,Self-Employed,522173.05,"₹507,141",Car,752.1,4,147,18.3,2022-09-21,0
C715,,Female,West,Graduate,Business,205632.73,"₹255,219",Other,702.1,5,112,9.99,2017-12-21,0
C716,20.0,Male,South,Primary,Salaried,669122.42,"₹687,420",Education,784.9,4,106,8.5,2017-10-06,0
C717,38.0,Male,West,Graduate,Unemployed,2412574.27,"₹243,015",Car,736.4,2,88,15.06,2021-06-26,0
C718,44.0,Male,East,Secondary,Business,2359694.85,"₹766,238",Business,,0,55,54.67,2025-09-11,0
C719,35.0,Male,West,Secondary,Unemployed,246072.12,"₹1,231,723",Home,778.6,6,78,103.21,2024-01-21,1
C720,22.0,Female,North,Secondary,Business,318747.62,"₹1,372,166",Medical,620.8,3,89,90.71,2024-05-31,1
C721,39.0,Male,West,Secondary,Self-Employed,230431.06,"₹50,000",Education,597.8,0,55,27.24,2020-06-29,0
C722,20.0,Male,East,Post-Graduate,,545974.39,"₹409,311",Home,650.1,3,169,21.89,2016-08-17,0
C723,61.0,Female,West,Secondary,Self-Employed,759451.33,"₹2,225,207",Home,831.0,6,115,63.72,2020-05-29,1
C724,48.0,Female,East,Secondary,Salaried,1572758.0,"₹86,460",Other,713.7,7,90,43.37,2017-03-09,0
C725,54.0,Male,East,Secondary,Self-Employed,890920.59,"₹154,719",Other,574.5,4,80,20.72,2021-09-20,0
C726,45.0,Male,North,Secondary,Unemployed,408579.48,"₹262,281",Business,553.1,0,111,53.33,2022-05-27,0
C727,28.0,Female,South,Post-Graduate,Unemployed,447845.38,"₹571,646",Medical,,0,27,73.63,2017-07-16,0
C728,,Male,South,Primary,Self-Employed,536104.25,"₹1,080,565",Education,610.1,3,140,26.34,2020-10-28,1
C729,39.0,Female,South,Secondary,Salaried,257806.18,"₹546,585",Other,568.7,2,80,60.94,2018-09-10,1
C730,35.0,Male,North,Primary,Salaried,2765880.8,"₹2,269,093",Medical,581.0,2,33,35.53,2024-11-05,0
C731,59.0,Male,North,Primary,Self-Employed,1326197.05,"₹750,804",Car,667.7,4,125,42.79,2016-09-19,0
C732,29.0,Other,East,Primary,Business,420815.06,"₹164,649",Business,775.2,0,85,30.82,2020-04-15,0
C733,27.0,Male,South,Graduate,Business,709061.76,"₹607,012",Home,655.1,0,100,105.29,2022-12-18,0
C734,67.0,Female,South,Secondary,Salaried,243470.83,,Business,759.3,0,76,73.5,2019-05-08,0
C735,63.0,Other,South,Primary,,342933.78,"₹665,692",Other,729.7,6,85,23.28,2024-05-31,1
C736,26.0,Male,West,Secondary,Salaried,153835.17,"₹230,515",Education,598.7,3,81,34.41,2023-04-12,1
C737,52.0,Female,South,Graduate,Self-Employed,375607.94,"₹140,020",Education,501.2,2,85,45.78,2019-01-01,0
C738,39.0,Female,South,Post-Graduate,Salaried,717461.75,"₹200,096",Business,603.9,3,66,43.17,2017-09-27,0
C739,64.0,Male,South,Primary,Salaried,124471.33,"₹1,495,754",Car,638.2,1,71,22.58,2022-03-31,1
C740,20.0,Male,North,Primary,Salaried,2193230.78,"₹542,930",Home,,0,89,63.62,2015-03-10,0
C741,29.0,Male,North,Primary,Salaried,339181.1,"₹8,965,257",Home,652.8,0,25,104.51,2024-04-26,1
C742,57.0,Female,South,Post-Graduate,Business,629439.99,"₹57,565",Business,682.2,0,49,20.6,2020-03-10,0
C743,51.0,Female,East,Primary,Self-Employed,905577.5,,Car,611.1,3,167,207.08,2021-08-05,1
C744,,Female,West,Primary,Business,1120242.61,"₹294,214",Home,782.1,7,107,22.29,2016-12-25,0
C745,42.0,Male,West,Primary,Business,,"₹521,983",Medical,760.3,4,72,53.72,2018-03-14,0
C746,31.0,Female,East,Graduate,Salaried,234408.39,"₹579,389",Car,695.0,7,55,42.39,2019-10-03,1
C747,59.0,Male,North,Primary,Salaried,759420.2,"₹356,056",Medical,564.7,1,84,7.7,2024-06-08,0
C748,54.0,Male,East,Post-Graduate,Salaried,1067161.05,"₹214,501",Medical,729.4,2,106,12.66,2021-12-11,0
C749,57.0,,South,Secondary,Salaried,,"₹207,300",Other,595.5,5,38,122.17,2023-12-05,1
C750,25.0,Female,West,Primary,Unemployed,282548.69,"₹383,062",Education,747.9,0,20,42.93,2015-05-24,0
C751,70.0,Male,East,Post-Graduate,Salaried,587181.95,"₹2,648,463",Business,688.3,0,80,46.12,2022-09-24,1
C752,58.0,Male,South,Primary,Unemployed,799911.38,"₹598,820",Car,650.0,7,142,69.58,2018-05-05,1
C753,55.0,Other,East,Graduate,Salaried,,"₹511,061",Other,,1,172,33.75,2016-10-27,0
C754,30.0,Female,East,Primary,Salaried,1329856.96,"₹384,779",Medical,829.5,2,76,34.96,2019-05-24,0
C755,46.0,Female,West,Secondary,Salaried,749585.43,"₹68,424",Medical,670.6,4,69,17.12,2017-12-01,0
C756,,Male,North,Primary,Unemployed,2949114.26,"₹1,339,274",Car,693.8,9,103,53.16,2019-05-19,0
C757,30.0,Female,South,Primary,Self-Employed,1240834.4,"₹138,262",Home,757.8,5,167,70.98,2017-04-12,0
C758,56.0,Male,North,Post-Graduate,Salaried,256518.89,"₹888,053",Education,690.4,5,84,20.41,2021-08-27,1
C759,34.0,Female,North,Secondary,Business,372117.35,"₹258,573",Car,564.4,4,50,71.31,2018-10-27,1
C760,22.0,Male,South,Primary,Unemployed,1865212.54,"₹140,134",Car,738.9,4,134,69.59,2024-10-27,0
C761,66.0,Male,South,Secondary,Salaried,893554.42,"₹224,762",Business,680.3,0,101,63.41,2017-09-01,0
C762,48.0,Female,North,Post-Graduate,Unemployed,271908.5,"₹321,269",Education,576.0,1,64,75.14,2015-05-02,1
C763,52.0,Female,North,Graduate,Unemployed,713953.36,"₹497,090",Car,746.7,5,93,46.4,2021-01-08,0
C764,45.0,Female,East,Primary,Self-Employed,360644.59,,Business,480.9,0,57,24.45,2026-05-20,0
C765,69.0,Other,North,Post-Graduate,Salaried,393643.78,,Business,694.0,0,66,123.26,2026-01-17,0
C766,52.0,Male,West,Post-Graduate,Self-Employed,850634.47,"₹166,298",Other,637.4,1,69,19.15,2015-09-02,0
C767,41.0,Other,West,Post-Graduate,Business,903173.24,"₹134,250",Car,693.0,0,89,29.17,2019-05-26,0
C768,,Female,East,Secondary,Self-Employed,618110.57,"₹352,296",Education,866.6,4,70,88.21,2018-09-08,0
C769,23.0,Female,East,Secondary,Business,143131.48,"₹510,436",Home,801.2,0,80,67.27,2022-04-11,1
C770,57.0,Male,West,Graduate,Business,312594.29,"₹50,000",Car,605.5,4,81,38.29,2016-01-20,0
C771,51.0,Female,East,Secondary,Business,776849.68,"₹250,933",Business,797.1,6,95,48.01,2024-05-29,0
C772,64.0,Female,North,Secondary,Unemployed,,"₹575,571",Other,728.3,3,65,29.67,2017-09-26,0
C773,55.0,Female,West,Primary,Self-Employed,389635.85,"₹440,012",Business,,0,149,5.0,2026-05-11,0
C774,68.0,Other,West,Post-Graduate,Business,358753.66,"₹205,635",Car,608.0,0,80,67.4,2021-06-17,0
C775,50.0,Male,East,Primary,Salaried,1058221.86,"₹630,134",Other,645.0,1,145,32.78,2019-07-30,0
C776,58.0,Male,South,Primary,Business,81531.87,"₹193,879",Other,800.3,0,90,33.79,2024-11-22,1
C777,36.0,Female,West,Secondary,Salaried,1121723.65,"₹128,190",Other,641.7,0,140,12.78,2015-02-28,0
C778,37.0,Female,North,Primary,Unemployed,523531.38,"₹107,965",Car,793.4,3,49,83.79,2018-12-20,0
C779,40.0,Female,West,Graduate,Business,851121.34,"₹288,182",Other,746.3,2,21,58.09,2020-05-29,0
C780,24.0,Male,North,Secondary,Unemployed,,"₹219,650",Other,670.5,1,77,25.45,2019-10-20,0
C781,44.0,Male,North,Post-Graduate,Business,841219.27,"₹121,218",Education,738.3,6,91,72.49,2021-11-28,0
C782,44.0,Male,West,Post-Graduate,Unemployed,66854.53,"₹1,471,946",Business,785.0,4,25,65.01,2019-01-18,1
C783,56.0,Female,West,Primary,Self-Employed,595119.12,"₹137,190",Car,690.8,0,103,62.26,2020-06-13,0
C784,27.0,Male,North,Secondary,Business,254792.09,"₹328,123",Education,802.4,0,71,41.85,2024-10-31,0
C785,61.0,Male,East,Graduate,Self-Employed,,"₹248,429",Home,699.3,0,43,130.82,2017-02-05,1
C786,67.0,Male,South,Graduate,Salaried,248762.95,"₹959,262",Car,813.0,6,62,62.64,2017-08-01,1
C787,43.0,Male,South,Secondary,,317041.07,"₹532,264",Car,665.8,2,89,18.36,2017-11-26,0
C788,,Male,North,Post-Graduate,Self-Employed,1235614.42,"₹87,082",Business,645.4,0,71,26.25,2019-01-05,0
C789,59.0,Female,East,Primary,Self-Employed,828777.1,"₹61,574",Other,648.9,1,149,29.81,2019-05-06,0
C790,41.0,Male,West,Primary,Salaried,852536.32,"₹355,726",Medical,686.5,4,91,25.05,2023-01-20,0
C791,38.0,Female,East,Post-Graduate,Business,756705.15,"₹200,765",Education,704.5,4,109,52.06,2026-02-05,0
C792,21.0,Male,North,Post-Graduate,Salaried,252340.83,"₹185,558",Car,693.6,5,68,139.25,2015-03-04,1
C793,62.0,Female,East,Primary,Self-Employed,69139.36,"₹460,964",Business,555.4,5,53,66.8,2021-05-24,1
C794,29.0,Male,East,Post-Graduate,Salaried,474358.55,"₹494,160",Home,757.5,2,48,22.19,2021-03-12,0
C795,49.0,Male,West,Primary,Salaried,,,Home,639.2,0,64,14.65,2020-07-12,0
C796,47.0,Female,South,Graduate,Salaried,1704315.76,"₹252,284",Business,692.0,0,104,151.79,2025-01-08,0
