customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,customer_category,customer_code,join_year,join_month,join_day,join_weekday,edu_sklearn,gender_enc,income_bin,age_binned_sk,credit_score_q,annual_income_log,annual_income_sqrt,annual_income_reciprocal,loan_amount_power,debt_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C1351,24.0,Male,North,Graduate,Salaried,1274575.79,435715.0,Home,920.0,4,45,31.42,2021-03-01,0,C,1351,2021,3,1,Monday,2.0,1,Low Income,0.0,Excellent,14.058124752062138,1128.9711200912095,7.845741487258684e-07,0.36267520238980355,0.342,3.75,2.465133909377017e-05
C1352,69.0,Male,West,Primary,Business,779252.45,130910.0,Business,709.0,3,50,31.02,2018-06-03,0,C,1352,2018,6,3,Sunday,0.0,1,Low Income,3.0,High,13.566091624953758,882.7527683332406,1.2832795286308967e-06,-1.000888433693452,0.168,4.167,3.98073820621289e-05
C1353,38.0,Female,West,Graduate,Salaried,459554.6,116220.0,Home,120.0,1,90,10.99,2021-06-24,1,C,1353,2021,6,24,Thursday,2.0,0,Low Income,1.0,Very Low,13.038015214545977,677.904565554769,2.176015263441464e-06,-1.1496618191413674,0.253,7.5,2.3914459783451196e-05
C1354,29.0,Female,West,Graduate,Salaried,165318.55,165747.0,Home,718.0,1,41,34.91,2015-10-24,0,C,1354,2015,10,24,Saturday,2.0,0,Low Income,0.0,High,12.015635546628255,406.59383910728405,6.048891374311145e-06,-0.7136692608087241,1.003,3.417,0.00021116807520995073
C1355,19.0,Female,West,Graduate,Business,434258.2,230814.0,Medical,759.9,4,46,82.85,2021-02-03,0,C,1355,2021,2,3,Wednesday,2.0,0,Low Income,0.0,Excellent,12.981396869831725,658.9827008351585,2.3027721692482276e-06,-0.327267043764366,0.532,3.833,0.00019078511355686545
C1356,34.0,Female,North,Post-Graduate,Salaried,1032579.57,185905.0,Business,743.6,0,170,72.91,2015-10-30,0,C,1356,2015,10,30,Friday,3.0,0,Low Income,1.0,High,13.847571634671144,1016.1592247280935,9.68447430692987e-07,-0.5775762521007158,0.18,14.167,7.060957055348286e-05
C1357,44.308510638297875,Male,North,Primary,Unemployed,447334.37,372332.0,Car,672.3,4,41,35.18,2020-03-18,0,C,1357,2020,3,18,Wednesday,0.0,1,Low Income,2.0,Medium,13.0110638607414,668.830598881361,2.2354592707480295e-06,0.19801944953546377,0.832,3.417,7.864363294955404e-05
C1358,60.0,Female,East,Post-Graduate,Salaried,406813.48,1743310.0,Other,676.84,6,108,94.19,2023-08-18,1,C,1358,2023,8,18,Friday,3.0,0,Low Income,3.0,Medium,12.916112537409981,637.8193161076262,2.4581229262045934e-06,1.659086421605868,4.285,9.0,0.00023153116755128173
C1359,43.0,Male,South,Post-Graduate,Salaried,725755.06,50000.0,Medical,690.3,0,26,32.04,2020-06-18,0,C,1359,2020,6,18,Thursday,3.0,1,Low Income,1.0,Medium,13.494969231834792,851.9125894127872,1.3778734413874546e-06,-2.2832441204395906,0.069,2.167,4.414712589120632e-05
C1360,27.0,Female,West,Post-Graduate,Salaried,350170.91,116871.0,Education,674.8,0,96,37.14,2015-02-18,0,C,1360,2015,2,18,Wednesday,3.0,0,Low Income,0.0,Medium,12.766179484308966,591.7524059942638,2.855740199149612e-06,-1.1426206114389574,0.334,8.0,0.000106062493883344
C1361,41.0,Female,North,Post-Graduate,Self-Employed,1145772.94,628209.0,Home,750.6,1,81,57.51,2025-01-16,0,C,1361,2025,1,16,Thursday,3.0,0,Low Income,1.0,Excellent,13.951590896763598,1070.4078381626323,8.727725121763549e-07,0.7312601966579257,0.548,6.75,5.0193190982499555e-05
C1362,24.0,Male,East,Graduate,Unemployed,732980.458,236714.0,Car,731.8,0,150,44.99,2022-03-24,0,C,1362,2022,3,24,Thursday,2.0,1,Low Income,0.0,High,13.504875684505182,856.1427789802352,1.3642909913827588e-06,-0.2985917296631476,0.323,12.5,6.137953544185758e-05
C1363,56.0,Female,North,Graduate,Salaried,533567.2,2576998.0,Education,683.5,1,53,86.32,2020-10-13,1,C,1363,2020,10,13,Tuesday,2.0,0,Low Income,2.0,Medium,13.187342176605288,730.4568433521586,1.8741746603339556e-06,1.978559343841361,4.83,4.417,0.00016177905988224163
C1364,67.0,Other,North,Secondary,Salaried,852461.3,714726.0,Business,718.0,5,41,110.07,2024-01-30,1,C,1364,2024,1,30,Tuesday,1.0,2,Low Income,3.0,High,13.655884264288048,923.2883081681475,1.1730724044922573e-06,0.8565080796553383,0.838,3.417,0.00012912023102984262
C1365,26.0,Male,South,Primary,Salaried,322121.04,260728.0,Medical,533.2,6,72,46.27,2016-08-11,1,C,1365,2016,8,11,Thursday,0.0,1,Low Income,0.0,Very Low,12.682685758933014,567.557080829761,3.104413470124553e-06,-0.18981125562490953,0.809,6.0,0.00014364165718575852
C1366,53.0,Male,South,Primary,Unemployed,325773.85,240323.0,Other,756.1,0,11,24.14,2017-08-11,0,C,1366,2017,8,11,Friday,0.0,1,Low Income,2.0,Excellent,12.693961777572513,570.7660203621094,3.06960466714972e-06,-0.2814531785183685,0.738,0.917,7.410048412418616e-05
C1367,58.0,Female,South,Post-Graduate,Self-Employed,255483.74,234224.0,Car,703.4,1,58,91.15,2022-09-13,0,C,1367,2022,9,13,Tuesday,3.0,0,Low Income,3.0,High,12.450917960814829,505.45399394999345,3.914128100175377e-06,-0.3105923711682915,0.917,4.833,0.00035677417279080073
C1368,68.0,Female,South,Post-Graduate,Unemployed,991292.16,114685.0,Education,570.6,0,161,85.76,2024-04-18,0,C,1368,2024,4,18,Thursday,3.0,0,Low Income,3.0,Very Low,13.80676559196692,995.6365601965408,1.0087833149176577e-06,-1.1664453951414808,0.116,13.417,8.651334436055663e-05
C1369,34.0,Male,East,Secondary,Unemployed,1936629.27,127226.0,Education,695.4,6,87,46.14,2022-06-28,0,C,1369,2022,6,28,Tuesday,1.0,1,Low Income,1.0,Medium,14.476460046523833,1391.6282801093114,5.163608229669982e-07,-1.0363270583380415,0.066,7.25,2.3824900673942618e-05
C1370,62.0,Male,North,Post-Graduate,Self-Employed,1133815.9,4394721.0,Other,662.8,10,62,38.3,2019-01-02,1,C,1370,2019,1,2,Wednesday,3.0,1,Low Income,3.0,Medium,13.941100286388346,1064.8079169502826,8.819766225040393e-07,2.3858051939146048,3.876,5.167,3.3779734434840787e-05
C1371,43.0,Male,North,Secondary,Self-Employed,210468.22,247052.0,Medical,621.6,0,61,20.98,2019-05-22,1,C,1371,2019,5,22,Wednesday,1.0,1,Low Income,1.0,Low,12.257094698134997,458.7681549541119,4.751288573217499e-06,-0.2502743714541764,1.174,5.083,9.968250788646381e-05
C1372,40.0,Female,East,Graduate,Salaried,640494.2,477388.0,Other,691.3,0,1,111.21,2019-11-25,0,C,1372,2019,11,25,Monday,2.0,0,Low Income,1.0,Medium,13.369996906145646,800.3088153956571,1.5612919503534141e-06,0.4565859867154611,0.745,0.083,0.00017363154888834278
C1373,51.0,Male,South,Graduate,Unemployed,1611240.66,114416.0,Other,674.2,1,104,70.56,2018-09-22,0,C,1373,2018,9,22,Saturday,2.0,1,Low Income,2.0,Medium,14.29251565711663,1269.3465484256062,6.206393645506907e-07,-1.1694132040064715,0.071,8.667,4.379234074194727e-05
C1374,34.0,Female,South,Post-Graduate,Self-Employed,301072.88,541511.0,Home,584.1,0,112,27.18,2019-02-15,1,C,1374,2019,2,15,Friday,3.0,0,Low Income,1.0,Very Low,12.61511096211844,548.7010843801933,3.321443892774757e-06,0.5840793074078027,1.799,9.333,9.027714485608933e-05
C1375,48.0,Male,North,Primary,Unemployed,1433141.9,228512.0,Medical,660.4,1,14,50.36,2018-07-10,0,C,1375,2018,7,10,Tuesday,0.0,1,Low Income,2.0,Low,14.175380422703832,1197.1390478971105,6.977671242693245e-07,-0.33868457850065636,0.159,1.167,3.51395768974447e-05
C1376,64.0,Female,East,Graduate,Business,176994.82,281390.2,Home,751.4,2,69,70.86,2016-01-26,1,C,1376,2016,1,26,Tuesday,2.0,0,Low Income,3.0,Excellent,12.0838813954579,420.7075231083942,5.6498509399826505e-06,-0.1050544556288541,1.59,5.75,0.00040035069952894665
C1377,31.0,Male,North,Post-Graduate,Self-Employed,235888.96,408844.0,Medical,651.0200000000001,5,103,26.8,2024-10-01,1,C,1377,2024,10,1,Tuesday,3.0,1,Low Income,1.0,Low,12.371120704083095,485.68401250195586,4.239264782613046e-06,0.2964680043871106,1.733,8.583,0.00011361277780867745
C1378,27.0,Female,North,Primary,Unemployed,723203.45,879924.0,Home,621.9,2,56,26.57,2020-09-01,0,C,1378,2020,9,1,Tuesday,0.0,0,Low Income,0.0,Low,13.491447241249137,850.4136934457252,1.3827348545767383e-06,1.0533431206300294,1.217,4.667,3.673931588683655e-05
C1379,19.0,Male,North,Post-Graduate,Unemployed,273072.54,331999.0,Medical,645.3,2,123,64.49,2015-01-30,1,C,1379,2015,1,30,Friday,3.0,1,Low Income,0.0,Low,12.517496415180926,522.5634315563997,3.6620171987370146e-06,0.07546737468401282,1.216,10.25,0.00023616435398447606
C1380,26.0,Male,North,Primary,Business,371903.41,148616.0,Education,726.0,4,115,12.12,2016-01-29,0,C,1380,2016,1,29,Friday,0.0,1,Low Income,0.0,High,12.826392137869206,609.8388393665986,2.6888629796027426e-06,-0.8452123719241734,0.4,9.583,3.258910694042843e-05
C1381,50.0,Female,South,Post-Graduate,Unemployed,638121.09,654825.0,Car,713.4,5,102,57.17,2022-05-24,0,C,1381,2022,5,24,Tuesday,3.0,0,Low Income,2.0,High,13.366284907655606,798.8248180921772,1.5670982335057545e-06,0.7718037973582672,1.026,8.5,8.959114640765125e-05
C1382,70.0,Male,East,Post-Graduate,Self-Employed,421160.91,93869.0,Other,752.2,3,120,48.83,2015-02-27,0,C,1382,2015,2,27,Friday,3.0,1,Low Income,3.0,Excellent,12.950772623053963,648.9691132866031,2.3743837613425206e-06,-1.4233514718651261,0.223,10.0,0.00011594143435581426
C1383,66.0,Female,West,Primary,Unemployed,136970.71,151193.0,Business,693.4,0,98,62.02,2024-02-15,0,C,1383,2024,2,15,Thursday,0.0,0,Low Income,3.0,Medium,11.82752968713659,370.09554171862163,7.300777656933684e-06,-0.8243413698282701,1.104,8.167,0.00045279753605716145
C1384,38.0,Female,West,Primary,Salaried,1585940.92,542011.0,Home,663.3,0,111,36.46,2017-05-02,0,C,1384,2017,5,2,Tuesday,0.0,0,Low Income,1.0,Medium,14.276689060077635,1259.3414628288865,6.30540114608989e-07,0.5850040864585169,0.342,9.25,2.2989507074450164e-05
C1385,42.0,Male,East,Post-Graduate,Salaried,791259.29,142376.0,Car,542.7,2,112,34.22,2016-07-30,0,C,1385,2016,7,30,Saturday,3.0,1,Low Income,1.0,Very Low,13.5813822570953,889.5275656212123,1.2638066292951464e-06,-0.8975221189904555,0.18,9.333,4.3247517510979234e-05
C1386,60.0,Female,South,Primary,Unemployed,1849562.46,473075.0,Car,676.84,3,72,28.47,2016-02-03,0,C,1386,2016,2,3,Wednesday,0.0,0,Low Income,3.0,Medium,14.430460201642212,1359.9861984593815,5.406681206818391e-07,0.4473122666239675,0.256,6.0,1.5392829718224276e-05
C1387,31.0,Female,West,Graduate,Self-Employed,535675.45,382814.0,Other,621.9,0,107,35.16,2016-02-24,0,C,1387,2016,2,24,Wednesday,2.0,0,Low Income,1.0,Low,13.191285619730433,731.8985243870901,1.8667985124229375e-06,0.227380926861164,0.715,8.917,6.56367582273931e-05
C1388,54.0,Male,North,Post-Graduate,Self-Employed,496598.43,664155.0,Education,471.8,3,56,74.22,2020-08-31,1,C,1388,2020,8,31,Monday,3.0,1,Low Income,2.0,Very Low,13.11553900425047,704.697403145492,2.01369542449938e-06,0.7855695662563021,1.337,4.667,0.0001494567753667687
C1389,35.0,Male,North,Post-Graduate,Unemployed,959526.47,62750.0,Car,667.4,5,151,18.51,2020-10-23,0,C,1389,2020,10,23,Friday,3.0,1,Low Income,1.0,Medium,13.774196223514604,979.5542200409327,1.0421796470298032e-06,-1.963798309739379,0.065,12.583,1.9290765370964702e-05
C1390,39.0,Female,South,Graduate,Salaried,438108.18,929961.0,Business,457.7,3,1,39.74,2016-08-13,1,C,1390,2016,8,13,Saturday,2.0,0,Low Income,1.0,Very Low,12.990223427702519,661.8974089690939,2.2825360564231955e-06,1.104676231406806,2.123,0.083,9.070818992697192e-05
C1391,48.0,Female,East,Secondary,Business,804578.05,389237.0,Business,483.7,4,140,13.64,2015-01-22,0,C,1391,2015,1,22,Thursday,1.0,0,Low Income,2.0,Very Low,13.598074500376088,896.9827478831463,1.2428859538413286e-06,0.24491965866677318,0.484,11.667,1.6952985481023252e-05
C1392,50.0,Female,South,Post-Graduate,Self-Employed,274175.09,862093.0,Home,625.9,5,79,129.37,2020-01-11,1,C,1392,2020,1,11,Saturday,3.0,0,Low Income,2.0,Low,12.52152584318356,523.6173125480096,3.647291052987151e-06,1.034233933133908,3.144,6.583,0.00047185176450566675
C1393,66.0,Male,West,Graduate,Self-Employed,270384.71,1648590.0,Education,620.6,3,129,22.18,2016-09-05,1,C,1393,2016,9,5,Monday,2.0,1,Low Income,3.0,Low,12.507604774121324,519.985297869084,3.698420304830458e-06,1.6118793224412864,6.097,10.75,8.203126574723844e-05
C1394,45.0,Female,East,Primary,Self-Employed,761612.1,186304.0,Home,874.9,5,74,23.97,2023-10-14,0,C,1394,2023,10,14,Saturday,0.0,0,Low Income,2.0,Excellent,13.543193962941615,872.7039016757058,1.3130026256113505e-06,-0.5750561772241892,0.245,6.167,3.1472714259660524e-05
C1395,67.0,Male,North,Secondary,Salaried,10817369.14,263503.0,Education,716.8,4,131,13.45,2015-08-05,0,C,1395,2015,8,5,Wednesday,1.0,1,Lower Middle Income,3.0,High,16.19666374638698,3288.976913874587,9.244391077108876e-08,-0.17798753802361725,0.024,10.917,1.2433707148131951e-06
C1396,42.0,Male,East,Post-Graduate,Business,294348.46,207200.0,Car,624.6,2,49,39.97,2021-12-27,0,C,1396,2021,12,27,Monday,3.0,1,Low Income,1.0,Low,12.59252297990402,542.5389018310116,3.3973223528251078e-06,-0.45110898093332935,0.704,4.083,0.0001357914357696996
C1397,32.0,Female,South,Post-Graduate,Unemployed,917960.39,260428.0,Car,676.9,0,69,11.05,2015-05-23,0,C,1397,2015,5,23,Saturday,3.0,0,Low Income,1.0,Medium,13.7299106098946,958.1024945171577,1.0893704363753252e-06,-0.19109815321640328,0.284,5.75,1.203755643530545e-05
C1398,61.0,Male,South,Primary,Salaried,385603.57,418367.0,Car,455.4,3,123,14.79,2025-09-01,1,C,1398,2025,9,1,Monday,0.0,1,Low Income,3.0,Very Low,12.862567693308048,620.9698623926929,2.5933302605827518e-06,0.32048938499506674,1.085,10.25,3.835545402237847e-05
C1399,25.0,Male,South,Primary,Self-Employed,1415726.77,435689.0,Car,677.2,1,101,21.15,2018-07-31,0,C,1399,2018,7,31,Tuesday,0.0,1,Low Income,0.0,Medium,14.163154281928,1189.8431703380072,7.063504871420302e-07,0.3626134300569376,0.308,8.417,1.4939323355452266e-05
C1400,44.0,Male,North,Secondary,Self-Employed,522001.97,160913.0,Medical,572.7,0,72,62.69,2018-09-26,0,C,1400,2018,9,26,Wednesday,1.0,1,Low Income,2.0,Very Low,13.165428556503763,722.4970380562123,1.9156979125999994e-06,-0.7491461549792806,0.308,6.0,0.00012009533220727117
C1401,44.308510638297875,Male,West,Secondary,Self-Employed,126003.69,225180.0,Home,699.7599999999999,6,54,59.45,2024-02-28,1,C,1401,2024,2,28,Wednesday,1.0,1,Low Income,2.0,Medium,11.744074407463108,354.9699846465895,7.936212533041428e-06,-0.35544703839104996,1.787,4.5,0.0004718115794862833
C1402,54.0,Male,North,Post-Graduate,Salaried,381704.3,631013.0,Home,678.5,0,70,36.87,2020-11-07,0,C,1402,2020,11,7,Saturday,3.0,1,Low Income,2.0,Medium,12.85240412388712,617.8222236210024,2.619822150753474e-06,0.7356236737385852,1.653,5.833,9.659309575501245e-05
C1403,46.0,Male,East,Post-Graduate,Business,473561.59,1085633.0,Business,724.2,2,78,51.02,2018-04-16,1,C,1403,2018,4,16,Monday,3.0,1,Low Income,2.0,High,13.068039368722543,688.1581140987877,2.1116532874777966e-06,1.2460970801380538,2.292,6.5,0.00010773677822983912
C1404,61.0,Female,North,Post-Graduate,Business,99093.83,313107.0,Business,676.8399999999999,0,118,58.64,2024-01-02,1,C,1404,2024,1,2,Tuesday,3.0,0,Low Income,3.0,Medium,11.50383254943147,314.7917247959355,1.009134381682677e-05,0.01202954283379101,3.16,9.833,0.0005917623730962866
C1405,37.0,Female,East,Primary,Self-Employed,453616.23,436225.0,Medical,666.9,1,142,10.92,2020-11-13,0,C,1405,2020,11,13,Friday,0.0,0,Low Income,1.0,Medium,13.025009015683086,673.5103785391877,2.2045017998985623e-06,0.36388603454751633,0.962,11.833,2.4073212724333077e-05
C1406,19.0,Female,West,Primary,Salaried,439914.88,523140.0,Car,691.8,6,101,38.12,2021-05-23,0,C,1406,2021,5,23,Sunday,0.0,0,Low Income,0.0,Medium,12.994338805798689,663.2607933535646,2.2731618599446784e-06,0.5494036795157773,1.189,8.417,8.665312707767466e-05
C1407,32.0,Male,East,Post-Graduate,Unemployed,463400.23,657092.6,Medical,699.5,3,101,32.7,2026-02-18,0,C,1407,2026,2,18,Wednesday,3.0,1,Low Income,1.0,Medium,13.046348545271236,680.7350659397531,2.1579571551849357e-06,0.7751701284820453,1.418,8.417,7.056535125155204e-05
C1408,65.0,Male,North,Secondary,Salaried,406929.13,338455.0,Education,668.2,1,36,69.46,2025-07-22,0,C,1408,2025,7,22,Tuesday,1.0,1,Low Income,3.0,Medium,12.91639677892595,637.9099701368525,2.457424324908062e-06,0.09620021507856169,0.832,3.0,0.00017069311307352214
C1409,57.0,Female,West,Graduate,Unemployed,998677.88,214953.0,Other,610.4,8,89,64.51,2023-08-09,0,C,1409,2023,8,9,Wednesday,2.0,0,Low Income,3.0,Very Low,13.814188564515876,999.338721355277,1.001322867666932e-06,-0.40873309308726513,0.215,7.417,6.459540287404784e-05
C1410,61.0,Female,East,Secondary,Salaried,655786.752,517506.0,Business,618.7,4,14,20.01,2020-02-26,1,C,1410,2020,2,26,Wednesday,1.0,0,Low Income,3.0,Low,13.393592466792539,809.8066139517508,1.5248836181374733e-06,0.538488166179519,0.789,1.167,3.051296772765547e-05
C1411,68.0,Male,West,Post-Graduate,Unemployed,598408.51,322079.0,Home,711.7,0,126,16.65,2026-06-02,0,C,1411,2026,6,2,Tuesday,3.0,1,Low Income,3.0,High,13.3020305978958,773.5686847332951,1.67109643695335e-06,0.042689917939625156,0.538,10.5,2.7823802171529943e-05
C1412,35.0,Male,North,Primary,Self-Employed,502751.91,486242.0,Education,668.14,0,55,24.97,2020-06-17,0,C,1412,2020,6,17,Wednesday,0.0,1,Low Income,1.0,Medium,13.127854095783238,709.0500052887667,1.989048656128117e-06,0.4753254768975789,0.967,4.583,4.966664373289005e-05
C1413,44.308510638297875,Female,North,Primary,Salaried,1611924.09,90789.0,Home,588.3,0,29,18.13,2024-03-29,0,C,1413,2024,3,29,Friday,0.0,0,Low Income,2.0,Very Low,14.292939730745612,1269.6157253279434,6.203762235625974e-07,-1.4668959532626826,0.056,2.417,1.1247427910826743e-05
C1414,50.0,Female,South,Primary,Unemployed,732781.84,540130.2,Other,595.8,5,138,35.63,2026-02-09,1,C,1414,2026,2,9,Monday,0.0,0,Low Income,2.0,Very Low,13.504604675037307,856.0267752821753,1.3646607772638344e-06,0.5815203312724015,0.737,11.5,4.862292984771567e-05
C1415,26.0,Male,East,Graduate,Business,539793.31,1265707.0,Business,517.8,0,105,70.17,2021-04-13,1,C,1415,2021,4,13,Tuesday,2.0,1,Low Income,0.0,Very Low,13.198943438569396,734.7062746431393,1.8525575047280507e-06,1.3831309123684528,2.345,8.75,0.00012999420092849983
C1416,37.0,Male,North,Graduate,Self-Employed,543286.866,281911.0,Business,595.0,3,65,29.34,2019-02-09,0,C,1416,2019,2,9,Saturday,2.0,1,Low Income,1.0,Very Low,13.205394598404695,737.0799590275128,1.840644826770344e-06,-0.10301142082791502,0.519,5.417,5.400461862076378e-05
C1417,39.0,Female,North,Graduate,Business,1487108.52,126120.0,Education,610.9,0,1,66.02,2022-06-01,0,C,1417,2022,6,1,Wednesday,2.0,0,Low Income,1.0,Very Low,14.212344874377756,1219.4705900512731,6.724454295740101e-07,-1.0471970445648835,0.085,0.083,4.4394877113608356e-05
C1418,35.0,Male,East,Post-Graduate,Business,1558176.6,4129341.8,Medical,581.84,7,114,22.82,2020-08-03,0,C,1418,2020,8,3,Monday,3.0,1,Low Income,1.0,Very Low,14.25902749121402,1248.2694420676971,6.41775366299708e-07,2.3399405894671146,2.65,9.5,1.4645323257967037e-05
C1419,56.0,Male,North,Secondary,Business,1349537.7,287149.0,Other,640.2,0,124,44.62,2017-12-19,0,C,1419,2017,12,19,Tuesday,1.0,1,Low Income,2.0,Low,14.115273388316895,1161.6960445830914,7.409939411148417e-07,-0.08270151007104011,0.213,10.333,3.306317415215596e-05
C1420,33.0,Male,West,Primary,Unemployed,369542.39,478966.6,Business,712.1,5,131,29.04,2019-10-13,0,C,1420,2019,10,13,Sunday,0.0,1,Low Income,1.0,High,12.820023441434204,607.8999835499258,2.7060421781593764e-06,0.4599562108418439,1.296,10.917,7.858367750449413e-05
C1421,61.0,Male,West,Primary,Unemployed,550902.638,728381.0,Business,813.9,5,134,50.61,2023-11-11,0,C,1421,2023,11,11,Saturday,0.0,1,Low Income,3.0,Excellent,13.219315187178339,742.2281576442651,1.8151994850322624e-06,0.8746767114929483,1.322,11.167,9.186741269516302e-05
C1422,44.308510638297875,Male,East,Graduate,Business,515198.7,59882.0,Home,726.3,5,157,52.05,2018-02-16,0,C,1422,2018,2,16,Friday,2.0,1,Low Income,2.0,High,13.152309871473975,717.7734322193877,1.9409949190576004e-06,-2.0287106007140503,0.116,13.083,0.00010102898163368812
C1423,28.0,Female,West,Post-Graduate,Salaried,1141445.95,127548.0,Home,612.0,2,188,37.54,2018-06-16,0,C,1423,2018,6,16,Saturday,3.0,0,Low Income,0.0,Very Low,13.94780726993424,1068.3847387528522,8.760810127881984e-07,-1.033182780446984,0.112,15.667,3.288811003271771e-05
C1424,33.0,Male,South,Secondary,Unemployed,942153.78,1265082.0,Medical,518.8,0,118,38.5,2024-08-02,1,C,1424,2024,8,2,Friday,1.0,1,Low Income,1.0,Very Low,13.755924850039863,970.6460631970853,1.061396727191683e-06,1.3826949055362117,1.343,9.833,4.08638173696018e-05
C1425,62.0,Female,East,Secondary,Unemployed,201386.88,282704.0,Other,649.8,3,40,26.27,2022-10-13,0,C,1425,2022,10,13,Thursday,1.0,0,Low Income,3.0,Low,12.212988078707026,448.7614956744841,4.965542117033061e-06,-0.09990889572256738,1.404,3.333,0.00013044543914678055
C1426,63.0,Male,West,Secondary,Business,956589.59,854620.0,Car,745.5,2,117,45.35,2025-07-15,0,C,1426,2025,7,15,Tuesday,1.0,1,Low Income,3.0,High,13.771130773257518,978.0539811278312,1.0453792985774614e-06,1.026089700861137,0.893,9.75,4.740800074983045e-05
C1427,21.0,Male,West,Secondary,Self-Employed,250698.68,121316.0,Medical,711.8,4,125,5.0,2020-01-01,0,C,1427,2020,1,1,Wednesday,1.0,1,Low Income,0.0,High,12.432011007719563,500.698192527195,3.988836363891649e-06,-1.0957173290239917,0.484,10.417,1.9944261373853266e-05
C1428,68.0,Female,West,Primary,Business,197411.94,1063915.0,Medical,667.0,0,29,28.5,2020-03-22,1,C,1428,2020,3,22,Sunday,0.0,0,Low Income,3.0,Medium,12.193052956011385,444.3106345790071,5.065524073548573e-06,1.2278180586744543,5.389,2.417,0.00014436816739656172
C1429,44.308510638297875,Male,West,Primary,Business,1208449.13,197472.0,Other,653.3,0,77,48.35,2025-06-08,0,C,1429,2025,6,8,Sunday,0.0,1,Low Income,2.0,Low,14.004849212241938,1099.2948330634506,8.275062207159513e-07,-0.5069336305714107,0.163,6.417,4.000995888010611e-05
C1430,46.0,Male,North,Post-Graduate,Self-Employed,197324.71,410474.0,Car,619.3,2,94,29.97,2022-03-31,1,C,1430,2022,3,31,Thursday,3.0,1,Low Income,2.0,Low,12.19261099269505,444.21246042856563,5.067763344168381e-06,0.3006249525094036,2.08,7.833,0.00015188163712491964
C1431,21.0,Male,South,Primary,Self-Employed,960989.99,445057.0,Medical,519.3,3,60,31.4,2022-03-10,0,C,1431,2022,3,10,Thursday,0.0,1,Low Income,0.0,Very Low,13.775720312258114,980.3009690906156,1.0405924825580311e-06,0.3846003714220516,0.463,5.0,3.26746379533048e-05
C1432,67.0,Male,North,Primary,Salaried,395145.62,574613.0,Education,663.4,0,57,18.77,2023-07-18,0,C,1432,2023,7,18,Tuesday,0.0,1,Low Income,3.0,Medium,12.887012164882758,628.6060928753395,2.5307061971072917e-06,0.6432738297361096,1.454,4.75,4.750147553198236e-05
C1433,56.0,Female,East,Post-Graduate,Business,335837.83,394520.0,Home,734.9,1,75,49.14,2024-12-08,0,C,1433,2024,12,8,Sunday,3.0,0,Low Income,2.0,High,12.724386651246581,579.515168049983,2.977618758378833e-06,0.2590979823960405,1.175,6.25,0.0001463206214737631
C1434,37.0,Female,East,Graduate,Salaried,620586.22,420222.0,Car,698.36,7,162,101.0,2026-03-25,1,C,1434,2026,3,25,Wednesday,2.0,0,Low Income,1.0,Medium,13.338421437809838,787.7729495228939,1.6113770438263295e-06,0.32509540829820643,0.677,13.5,0.0001627493436770156
C1435,67.0,Other,North,Post-Graduate,Business,621470.05,1034266.0,Business,668.1,3,104,37.99,2020-11-16,1,C,1435,2020,11,16,Monday,3.0,2,Low Income,3.0,Medium,13.339844607995206,788.3337174065308,1.60908541113862e-06,1.2021593970993973,1.664,8.667,6.112925313134559e-05
C1436,30.0,Male,South,Graduate,Salaried,1049367.346,71021.0,Medical,565.3,9,85,15.05,2018-11-17,0,C,1436,2018,11,17,Saturday,2.0,1,Low Income,0.0,Very Low,13.863698965876626,1024.3863265389673,9.529542260463801e-07,-1.794171431820604,0.068,7.083,1.434197476924349e-05
C1437,30.0,Other,West,Secondary,Business,1306712.87,187972.0,Other,756.0,0,101,38.5,2016-05-15,0,C,1437,2016,5,15,Sunday,1.0,2,Low Income,0.0,Excellent,14.083026047446044,1143.1154228685746,7.652784767640064e-07,-0.5645878918281196,0.144,8.417,2.9463243903000663e-05
C1438,19.0,Male,West,Graduate,Salaried,326191.71,518119.0,Car,638.0,5,85,40.18,2016-07-16,1,C,1438,2016,7,16,Saturday,2.0,1,Low Income,0.0,Low,12.69524362066672,571.1319549806332,3.0656724363950376e-06,0.539682420699255,1.588,7.083,0.00012317909612111233
C1439,31.0,Female,West,Secondary,Unemployed,421690.56,50000.0,Home,690.74,3,142,27.13,2020-01-08,0,C,1439,2020,1,8,Wednesday,1.0,0,Low Income,1.0,Medium,12.95202942530624,649.377055338422,2.3714015049293373e-06,-2.2832441204395906,0.119,11.833,6.433627539587322e-05
C1440,23.0,Male,East,Primary,Self-Employed,128945.65,102906.0,Medical,743.7,3,106,52.29,2015-10-23,0,C,1440,2015,10,23,Friday,0.0,1,Low Income,0.0,High,11.767154031910378,359.0900304937468,7.755145248054137e-06,-1.3044986155157197,0.798,8.833,0.00040551968988484686
C1441,27.0,Male,South,Secondary,Business,357186.62,133271.0,Home,690.8,0,1,51.49,2025-11-11,0,C,1441,2025,11,11,Tuesday,1.0,1,Low Income,0.0,Medium,12.786016468929216,597.6509181788313,2.799649103180004e-06,-0.9787739717712671,0.373,0.083,0.00014415433590429563
