trip_id,rider_id,zone,distance_km,duration_min,fare_amount,payment_mode,ride_date,surge_flag,Z-Score (fare_amount),Z-Score (distance_km),log_transform_fare,log_transform_dis,sqrt_duration,restored_duration,fare_per_km,age,gender,city,total_rides,cancelled_rides,avg_rating,avg_ride_distance,avg_ride_fare,days_since_signup,ride_cancellation_rate,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type,traffic_level,ordinal_traffic_index
T00260,R0030,Zone_8,9.72,89.48,187.93,UPI,2024-01-22,0,0.6235779294079181,0.3308496147267215,5.2413765760852264,2.372111155642656,9.459386872308373,89.0,19.334362139917694,25,Other,Mumbai,442.0,58,3.72,7.368181818181818,3.581809954751131,2078,0.13122171945701358,,,,,,,
T00261,R0297,Zone_7,7.47,64.32,112.52,UPI,2023-03-15,0,-0.2581835991355719,-0.17466562596317195,4.731979032851787,2.136530508663963,8.019975062305368,64.0,15.062918340026775,47,Male,Pune,396.0,46,3.87,5.93,1.0166161616161615,1093,0.11616161616161616,,,,,,,
T00262,R0258,Zone_4,9.13,74.19,153.15,Wallet,2023-10-21,0,0.21689889529118853,0.19829228494581616,5.037926154332159,2.315501318260592,8.613361713059541,74.0,16.774370208105147,32,Female,Jaipur,313.0,39,3.76,5.846000000000001,1.5953674121405752,2423,0.12460063897763578,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00263,R0171,Zone_5,0.64,4.35,8.82,UPI,2024-04-14,0,-1.4707372459988513,-1.7091852232573812,2.2844211223663744,0.49469624183610705,2.085665361461421,4.0,13.78125,23,Female,Jaipur,276.0,19,4.3,3.0300000000000002,0.518550724637681,2684,0.06884057971014493,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00264,R0194,Zone_8,8.03,50.32,196.06,Wallet,2023-08-26,1,0.7186411998900633,-0.04884849939146529,5.283508250894329,2.200552367428894,7.093659140387279,50.0,24.415940224159403,30,Other,Jaipur,10.0,2,4.06,7.2683333333333335,68.455,1315,0.2,,,,,,,
T00265,R0247,Zone_10,16.58,92.71,367.35,Cash,2023-02-15,0,2.721517903566159,1.8721094152301287,5.909033573128823,2.866761892257031,9.628603221651622,93.0,22.156212303980702,37,Male,Bengaluru,249.0,47,4.92,10.267692307692307,9.587590361445782,1955,0.18875502008032127,,,,,,,
T00266,R0029,Zone_7,14.54,94.52,264.43,Wallet,2023-08-18,0,1.5180847180775505,1.4137755970046257,5.581351152435311,2.7434173449395014,9.722139682189306,95.0,18.186382393397526,30,Male,Surat,4.0,0,3.69,9.961666666666666,290.62,1516,0.0,,,,,,,
T00267,R0276,Zone_3,3.07,28.47,50.2,Cash,2023-07-26,0,-0.986885077173369,-1.1632287633122964,3.9357395320454622,1.4036429994545037,5.33572862878164,28.0,16.351791530944627,26,Other,Chennai,196.0,1,3.63,5.083333333333333,2.5521428571428575,1410,0.00510204081632653,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00268,R0181,Zone_9,10.53,91.09,114.62,Wallet,2023-09-16,0,-0.2336285108191505,0.5128351013750827,4.75030895165433,2.4449523342809676,9.544108130150246,91.0,10.885090218423553,32,Male,Hyderabad,349.0,32,3.75,9.889999999999999,1.329484240687679,2808,0.09169054441260745,,,,,,,
T00269,R0234,Zone_7,9.24,82.63,141.91,Credit Card,2023-08-09,0,0.08547070830234309,0.22300636337954416,4.962215061493703,2.3263016196113617,9.090104509850258,83.0,15.358225108225108,32,Other,Pune,183.0,31,3.98,7.051111111111111,6.222677595628415,1386,0.16939890710382513,,,,,,,
T00270,R0129,Zone_4,12.09,107.4,169.03,Credit Card,2023-05-25,0,0.40258213456012654,0.8633256682534088,5.135974892069394,2.5718485799218085,10.363397126425292,107.0,13.980976013234079,35,Male,Hyderabad,158.0,10,3.9,8.17090909090909,9.54620253164557,1440,0.06329113924050633,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00271,R0186,Zone_9,8.47,61.46,150.05,Wallet,2023-11-14,0,0.18065090777647144,0.050007814343447456,5.017610907832681,2.248128907197987,7.839642849007856,61.0,17.71546635182999,18,Other,Hyderabad,373.0,19,3.26,9.797142857142857,2.5169436997319035,2106,0.05093833780160858,,,,,,,
T00272,R0268,Zone_5,6.83,55.86,110.21,Credit Card,2024-06-12,0,-0.2851941962836353,-0.3184566277594082,4.71142030583075,2.057962510002712,7.473954776421918,56.0,16.136163982430453,34,Male,Chennai,10.0,0,4.6,8.504,72.60799999999999,1432,0.0,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00273,R0157,Zone_9,14.65,125.74,288.9,UPI,2023-03-18,0,1.8042099614598495,1.438489675438354,5.66953603592761,2.750470916986162,11.21338485917611,126.0,19.72013651877133,36,Female,Hyderabad,319.0,27,4.65,11.39,5.880658307210031,1759,0.08463949843260188,,,,,,,
T00274,R0088,Zone_10,9.08,47.12,207.15,Credit Card,2023-11-08,0,0.8483154519991642,0.18705861293048504,5.3382589736409845,2.3105532626432224,6.864400920692205,47.0,22.81387665198238,22,Other,Jaipur,438.0,0,4.78,7.78125,2.0405479452054793,2629,0.0,,,,,,,
T00275,R0018,Zone_7,14.28,111.85,278.59,Cash,2024-07-03,0,1.6836561707254192,1.3553605025249047,5.633324244340946,2.7265447837383743,10.575916035975323,112.0,19.509103641456583,49,Female,Delhi,446.0,86,3.29,9.031666666666666,2.3415470852017934,1347,0.19282511210762332,,,,,,,
T00276,R0099,Zone_3,12.87,123.91,270.61,Wallet,2024-03-13,0,1.5903468351230188,1.0385709516925716,5.604367213857996,2.6297282343267403,11.131486872830601,124.0,21.02641802641803,35,Other,Mumbai,80.0,8,3.7,7.707777777777778,16.033250000000002,1853,0.1,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00277,R0250,Zone_10,6.38,48.44,91.22,Wallet,2023-09-27,0,-0.5072423520592734,-0.41955967589738685,4.52417702677856,1.998773638612381,6.959885056522126,48.0,14.297805642633229,34,Female,Jaipur,163.0,31,4.63,8.368888888888888,6.91601226993865,2054,0.1901840490797546,,,,,,,
T00278,R0045,Zone_6,7.16,58.69,62.36,Credit Card,2023-02-02,0,-0.8446994229220915,-0.2443143924582238,4.14883274750617,2.0992441689760155,7.6609398901179215,59.0,8.70949720670391,34,Other,Ahmedabad,100.0,16,4.88,9.725555555555555,15.298499999999999,1163,0.16,,,,,,,
T00279,R0254,Zone_2,17.65,102.86,180.18,UPI,2023-02-16,0,0.5329579606211253,2.1125099963582112,5.1994910122411415,2.9258461460898246,10.14199191480648,103.0,10.208498583569407,18,Male,Delhi,363.0,70,3.68,11.767142857142858,3.346005509641873,2383,0.1928374655647383,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00280,R0006,Zone_8,8.96,56.76,197.75,Cash,2023-02-04,0,0.7384021995351833,0.1600978000936909,5.292047753534441,2.298577071596507,7.533923280734945,57.0,22.070312499999996,45,Female,Jaipur,248.0,13,4.64,9.034285714285714,4.417056451612903,1175,0.05241935483870968,,,,,,,
T00281,R0173,Zone_3,4.21,33.25,38.42,UPI,2023-07-13,0,-1.1246274297292942,-0.9071010413627505,3.674273301724574,1.6505798557652755,5.766281297335398,33.0,9.125890736342043,26,Other,Mumbai,389.0,55,4.28,7.148571428571429,2.2145758354755785,2437,0.14138817480719795,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00282,R0234,Zone_8,2.0,17.63,21.3,Wallet,2024-01-11,0,-1.324809864004119,-1.403629344440379,3.104586678466073,1.0986122886681098,4.198809355043403,18.0,10.65,32,Other,Pune,183.0,31,3.98,7.051111111111111,6.222677595628415,1386,0.16939890710382513,,,,,,,
T00283,R0232,Zone_2,12.87,74.19,128.37,Credit Card,2024-03-24,0,-0.0728511468425826,1.0385709516925716,4.86267651592981,2.6297282343267403,8.613361713059541,74.0,9.974358974358974,38,Male,Jaipur,172.0,15,3.94,7.169230769230769,8.667674418604651,1379,0.0872093023255814,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00284,R0129,Zone_1,8.8,75.07,115.67,Wallet,2024-01-03,0,-0.2213509666609399,0.1241500496446318,4.759349436835766,2.2823823856765264,8.664294547163086,75.0,13.14431818181818,35,Male,Hyderabad,158.0,10,3.9,8.17090909090909,9.54620253164557,1440,0.06329113924050633,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00285,R0133,Zone_9,4.04,28.1,81.2,Credit Card,2024-06-12,0,-0.6244052020261978,-0.9452955262148758,4.409155302062135,1.6174060820832772,5.300943312279429,28.0,20.0990099009901,25,Female,Delhi,155.0,11,4.4,7.21,5.272709677419355,2623,0.07096774193548387,,,,,,,
T00286,R0127,Zone_4,11.37,66.58,179.05,Credit Card,2024-08-23,0,0.519744984527051,0.7015607912326428,5.193234590094884,2.5152741864043966,8.15965685553014,67.0,15.747581354441515,38,Male,Chennai,43.0,2,4.83,7.867777777777778,32.56906976744186,2375,0.046511627906976744,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00287,R0237,Zone_5,8.8,81.48,147.6,Credit Card,2023-09-02,0,0.15200330474064644,0.1241500496446318,5.001258132283659,2.2823823856765264,9.026627277117406,81.0,16.77272727272727,40,Male,Chennai,36.0,3,3.71,9.737,49.20527777777777,1374,0.08333333333333333,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00288,R0180,Zone_2,0.30000000000000004,2.4,6.82,Credit Card,2024-01-07,0,-1.494123044395443,-1.7855741929616316,2.05668455455722,0.26236426446749106,1.5491933384829668,2.0,22.73333333333333,33,Male,Hyderabad,44.0,4,4.53,1.8833333333333335,1.929318181818182,2480,0.09090909090909091,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00289,R0277,Zone_1,10.94,104.91,138.1,Credit Card,2024-08-15,0,0.04092076235683588,0.6049512119007966,4.935193098929397,2.479894107964456,10.24255827418131,105.0,12.623400365630713,42,Female,Jaipur,433.0,16,3.06,9.658888888888889,3.2397228637413393,2064,0.03695150115473441,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00290,R0068,Zone_1,14.67,124.27,256.47,Wallet,2024-04-21,0,1.4250092404591157,1.4429831442444865,5.550903208462204,2.7517480563679295,11.147645491313401,124.0,17.482617586912067,30,Female,Ahmedabad,456.0,70,4.97,7.977777777777778,2.4136622807017547,1478,0.15350877192982457,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00291,R0169,Zone_10,20.8,164.64,379.11,UPI,2023-02-18,0,2.859026398138118,2.8202313333240623,5.940460684515219,3.0819099697950434,12.831211945876351,165.0,18.22644230769231,32,Male,Delhi,497.0,81,4.19,10.058571428571428,2.841871227364185,1304,0.16297786720321933,,,,,,,
T00292,R0190,Zone_4,8.17,66.73,198.59,Cash,2024-08-05,1,0.7482242348617518,-0.017394217748538467,5.2962652624219055,2.2159372862683733,8.16884324736373,67.0,24.307221542227662,35,Other,Surat,274.0,47,4.12,7.776666666666666,4.08,2183,0.17153284671532848,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00293,R0109,Zone_10,9.16,66.29,213.82,UPI,2023-05-12,1,0.9263070896517974,0.2050324881550146,5.369800468169901,2.318458442150336,8.141867107733951,66.0,23.342794759825328,35,Female,Delhi,62.0,5,3.35,10.81,11.13532258064516,1398,0.08064516129032258,,,,,,,
T00294,R0094,Zone_6,16.03,147.85,146.27,Wallet,2023-01-12,0,0.13645174880691313,1.7485390230614888,4.992267636738071,2.834976494674597,12.159358535712318,148.0,9.124766063630693,41,Other,Delhi,480.0,62,4.87,7.953333333333333,1.5570833333333334,1253,0.12916666666666668,,,,,,,
T00295,R0229,Zone_1,8.84,79.58,96.2,Wallet,2023-04-08,0,-0.44901171405176005,0.13313698725689638,4.576770711466393,2.286455711064162,8.920762299265686,80.0,10.882352941176471,22,Female,Mumbai,146.0,16,4.43,7.736,4.715753424657534,2124,0.1095890410958904,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00296,R0084,Zone_5,9.38,67.84,183.0,Cash,2023-12-18,0,0.5659319363603195,0.25446064502247095,5.214935757608986,2.3398808777377424,8.2365041127896,68.0,19.50959488272921,38,Male,Jaipur,366.0,6,4.67,9.3625,3.923060109289618,2615,0.01639344262295082,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00297,R0013,Zone_7,4.85,41.88,92.68,Wallet,2023-12-07,0,-0.49017071922976135,-0.7633100395665143,4.539884719289462,1.766441661243765,6.471475874945375,42.0,19.109278350515467,43,Female,Kolkata,6.0,0,3.91,8.945555555555556,238.80666666666664,2726,0.0,,,,,,,
T00298,R0222,Zone_10,1.03,6.71,22.09,Wallet,2023-08-10,0,-1.3155724736374652,-1.6215625815377996,3.139399623366404,0.708035793053696,2.5903667693977237,7.0,21.446601941747574,27,Male,Surat,475.0,12,3.44,9.88125,2.7908000000000004,1481,0.02526315789473684,,,,,,,
T00299,R0110,Zone_3,12.56,73.2,187.1,Wallet,2023-12-07,0,0.6138728230733324,0.9689221851975199,5.236973736306985,2.6071242825122494,8.555699854482976,73.0,14.896496815286623,19,Female,Kolkata,224.0,28,4.43,8.502857142857144,4.217366071428571,1321,0.125,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00300,R0030,Zone_10,1.63,9.91,36.07,UPI,2023-09-08,0,-1.1521057428452894,-1.486758517353828,3.612808017162641,0.9669838461896731,3.1480152477394387,10.0,22.12883435582822,25,Other,Mumbai,442.0,58,3.72,7.368181818181818,3.581809954751131,2078,0.13122171945701358,,,,,,,
T00301,R0037,Zone_10,13.7,92.43,300.6,Wallet,2024-01-21,0,1.9410168820799114,1.2250499071470655,5.709101636133801,2.6878474937846906,9.614052215377239,92.0,21.941605839416063,32,Other,Ahmedabad,489.0,6,3.36,9.76125,2.6884662576687117,2126,0.012269938650306749,,,,,,,
T00302,R0191,Zone_8,4.06,26.03,73.11,Credit Card,2023-05-07,0,-0.7190007565404112,-0.9408020574087435,4.305550475963267,1.6213664832993742,5.101960407529639,26.0,18.007389162561577,33,Other,Surat,87.0,6,4.56,7.5609090909090915,15.227701149425286,2225,0.06896551724137931,,,,,,,
T00303,R0047,Zone_2,9.33,90.48,95.23,Cash,2024-01-23,0,-0.460353826274107,0.24322697300713983,4.566741159368309,2.3350522831315472,9.512097560475292,90.0,10.206859592711684,51,Female,Bengaluru,69.0,3,4.86,8.89,16.592318840579708,1806,0.043478260869565216,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00304,R0153,Zone_4,6.14,51.22,62.16,Cash,2023-06-15,0,-0.8470380027617508,-0.4734813015709755,4.145671189387441,1.965712776351493,7.1568149340331555,51.0,10.123778501628664,20,Male,Mumbai,76.0,14,4.54,5.768,6.065131578947368,2327,0.18421052631578946,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00305,R0037,Zone_6,13.87,104.8,212.4,UPI,2023-05-15,0,0.9097031727902175,1.263244391999191,5.363168338867653,2.6993457604720636,10.237187113655782,105.0,15.313626532083635,32,Other,Ahmedabad,489.0,6,3.36,9.76125,2.6884662576687117,2126,0.012269938650306749,,,,,,,
T00306,R0164,Zone_10,9.5,52.89,128.05,UPI,2024-01-14,0,-0.0765928745860372,0.2814214578592651,4.860199926164623,2.3513752571634776,7.2725511342306834,53.0,13.478947368421053,37,Other,Ahmedabad,249.0,23,4.02,8.356666666666667,7.062208835341366,1534,0.09236947791164658,,,,,,,
T00307,R0090,Zone_4,17.8,146.74,435.5,Wallet,2024-03-08,1,3.5183889839300213,2.146211012404205,6.0787883752796565,2.9338568698359038,12.113628688382354,147.0,24.46629213483146,33,Female,Mumbai,152.0,25,4.51,10.813,12.998355263157896,2055,0.16447368421052633,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00308,R0074,Zone_3,2.58,22.59,36.36,Credit Card,2023-04-16,0,-1.1487148020777835,-1.2733187490625397,3.620600613360642,1.275362800412609,4.752893855326458,23.0,14.093023255813954,23,Male,Kolkata,199.0,22,4.89,6.598571428571428,4.106884422110553,1102,0.11055276381909548,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00309,R0080,Zone_4,10.07,64.41,162.79,Wallet,2023-01-19,0,0.3296184435627603,0.4094853188340381,5.098585119494288,2.4042387467205457,8.025584090893322,64.0,16.165839126117177,19,Female,Mumbai,34.0,6,4.6,9.185,24.814117647058826,1951,0.17647058823529413,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00310,R0004,Zone_5,8.24,60.17,80.25,UPI,2024-07-23,0,-0.6355134562645788,-0.0016670769270750606,4.3975308212098465,2.2235418856535927,7.756932383358772,60.0,9.739077669902912,19,Other,Kolkata,464.0,5,3.19,6.201666666666667,1.4720474137931034,2608,0.010775862068965518,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00311,R0007,Zone_1,9.4,56.5,111.17,Credit Card,2023-06-17,0,-0.2739690130532712,0.2589541138286032,4.720015577657132,2.341805806147327,7.516648189186454,56.0,11.826595744680851,18,Female,Mumbai,458.0,82,4.03,6.603333333333334,1.3033187772925765,2001,0.17903930131004367,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00312,R0027,Zone_5,15.98,118.94,161.91,Cash,2023-02-26,0,0.31932869226826005,1.7373053510461576,5.093197901078078,2.8320361808832013,10.90596167240652,119.0,10.132040050062578,39,Male,Jaipur,403.0,61,3.98,7.22875,2.050620347394541,2539,0.1513647642679901,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00313,R0017,Zone_8,10.93,83.99,142.44,UPI,2023-12-01,0,0.0916679448774399,0.6027044774977305,4.965916829296877,2.4790562361098245,9.164605828948673,84.0,13.032021957913999,49,Female,Mumbai,288.0,21,3.83,7.997142857142857,2.820520833333333,1279,0.07291666666666667,,,,,,,
T00314,R0173,Zone_3,2.26,18.32,40.95,UPI,2023-06-22,0,-1.0950443947576056,-1.345214249960658,3.7364784329132155,1.1817271953786161,4.280186911806539,18.0,18.119469026548675,26,Other,Mumbai,389.0,55,4.28,7.148571428571429,2.2145758354755785,2437,0.14138817480719795,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00315,R0080,Zone_5,10.67,101.39,221.3,Cash,2023-08-25,0,1.0137699756550507,0.5442893830180096,5.404027820970151,2.4570214462984645,10.069260151570223,101.0,20.740393626991565,19,Female,Mumbai,34.0,6,4.6,9.185,24.814117647058826,1951,0.17647058823529413,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00316,R0212,Zone_1,5.92,31.63,94.3,UPI,2024-05-05,0,-0.4712282225285222,-0.5229094584384317,4.557029810660157,1.9344157696295783,5.624055476255546,32.0,15.929054054054054,36,Female,Ahmedabad,73.0,12,3.22,8.368571428571428,16.18246575342466,1102,0.1643835616438356,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00317,R0113,Zone_4,5.63,55.52,108.99,Wallet,2024-08-23,0,-0.29945953330555625,-0.5880647561273512,4.700389452569025,1.891604804197771,7.451174404078864,56.0,19.358792184724688,26,Other,Chennai,423.0,26,4.61,6.8775,2.591702127659574,2749,0.061465721040189124,Zone_4,4038.0,2.46,48.2,Business,High,2.0
T00318,R0102,Zone_8,13.23,79.32,207.3,Wallet,2023-08-18,0,0.8500693868789088,1.1194533902029549,5.3389793482669266,2.655352412101761,8.906177631284926,79.0,15.668934240362812,18,Female,Chennai,123.0,22,4.1,8.9575,3.9292682926829268,1223,0.17886178861788618,,,,,,,
T00319,R0178,Zone_2,4.99,39.38,106.51,Cash,2023-12-24,0,-0.3284579233173298,-0.7318557579235875,4.6775838664971365,1.7900914121273581,6.275348595894893,39.0,21.344689378757515,27,Male,Delhi,56.0,7,3.13,9.037142857142857,18.581071428571427,1951,0.125,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00320,R0294,Zone_6,6.1,41.42,74.02,UPI,2023-01-15,0,-0.708360218269962,-0.4824682391832403,4.317754744653741,1.9600947840472698,6.435837163881635,41.0,12.134426229508197,24,Male,Surat,41.0,7,3.2,8.097142857142858,20.37560975609756,1994,0.17073170731707318,,,,,,,
T00321,R0040,Zone_7,8.16,74.12,71.85,Credit Card,2024-02-03,0,-0.733733809530264,-0.019640952151604614,4.288402532641213,2.214846178686039,8.609297300012354,74.0,8.805147058823529,34,Other,Surat,485.0,36,4.41,8.045,2.352061855670103,1231,0.07422680412371134,,,,,,,
T00322,R0094,Zone_7,12.73,115.69,253.21,UPI,2023-07-11,0,1.386890389072671,1.0071166700496452,5.53816069708466,2.6195832197798796,10.75592859775482,116.0,19.89080911233307,41,Other,Delhi,480.0,62,4.87,7.953333333333333,1.5570833333333334,1253,0.12916666666666668,,,,,,,
T00323,R0150,Zone_7,10.91,87.34,95.48,Cash,2024-04-17,0,-0.457430601474533,0.5982110086915982,4.5693357329788755,2.477378383367209,9.34558719396486,87.0,8.75160403299725,33,Male,Pune,215.0,16,4.95,7.922857142857143,3.506232558139535,1663,0.07441860465116279,,,,,,,
T00324,R0074,Zone_2,6.83,40.8,78.43,Cash,2023-11-03,0,-0.6567945328054772,-0.3184566277594082,4.374876130645041,2.057962510002712,6.387487769068525,41.0,11.483162518301611,23,Male,Kolkata,199.0,22,4.89,6.598571428571428,4.106884422110553,1102,0.11055276381909548,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00325,R0075,Zone_6,6.64,33.91,133.09,UPI,2024-02-28,0,-0.017660662626626213,-0.3611445814176659,4.898511216291551,2.033397603178429,5.823229344616267,34.0,20.043674698795183,18,Female,Mumbai,108.0,7,4.83,11.7875,6.526018518518519,1966,0.06481481481481481,,,,,,,
T00326,R0038,Zone_3,2.2,17.29,35.33,UPI,2024-06-10,0,-1.1607584882520283,-1.3586946563790552,3.5926438462331105,1.1631508098056809,4.158124577258358,17.0,16.05909090909091,37,Other,Kolkata,68.0,7,4.07,5.946,6.673970588235294,1314,0.10294117647058823,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00327,R0059,Zone_8,4.2,31.26,68.6,Wallet,2023-11-23,0,-0.7717357319247256,-0.9093477757658167,4.242764567340374,1.6486586255873816,5.591064299397745,31.0,16.333333333333332,43,Male,Delhi,357.0,11,3.27,8.75,1.4979831932773109,1872,0.03081232492997199,,,,,,,
T00328,R0096,Zone_9,4.73,37.52,89.79,UPI,2023-08-10,0,-0.5239631979128364,-0.7902708524033084,4.508549147383666,1.7457155307266483,6.125357132445422,38.0,18.983086680761097,40,Female,Kolkata,121.0,3,4.46,5.482,2.933471074380165,2455,0.024793388429752067,,,,,,,
T00329,R0195,Zone_7,7.25,40.59,150.9,Credit Card,2024-07-06,0,0.19058987209502284,-0.2240937828306281,5.023222409601727,2.1102132003465894,6.371028174478591,41.0,20.813793103448276,33,Male,Kolkata,72.0,10,4.97,7.813333333333334,14.502361111111112,1939,0.1388888888888889,,,,,,,
T00330,R0233,Zone_8,17.93,155.66,164.79,Cash,2023-08-01,0,0.35300424195935204,2.175418559644065,5.110721927251374,2.9407479652212314,12.476377679438851,156.0,9.19074177356386,30,Other,Hyderabad,469.0,41,4.37,12.752857142857142,3.520767590618337,1029,0.08742004264392324,,,,,,,
T00331,R0014,Zone_5,4.62,33.69,68.83,Credit Card,2023-07-22,0,-0.7690463651091174,-0.8149849308370366,4.246063716857944,1.7263316639055997,5.80430874437258,34.0,14.898268398268398,26,Female,Ahmedabad,325.0,53,3.0,7.031666666666666,2.710769230769231,1927,0.16307692307692306,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00332,R0067,Zone_3,6.52,63.41,59.94,UPI,2023-06-29,0,-0.8729962389819675,-0.3881053942544602,4.109889773557563,2.017566137961748,7.963039620647382,63.0,9.193251533742332,32,Male,Pune,348.0,9,3.38,8.697692307692307,5.302212643678161,1516,0.02586206896551724,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00333,R0256,Zone_3,2.26,18.78,22.4,Credit Card,2024-07-21,0,-1.3119476748859935,-1.345214249960658,3.152736022363656,1.1817271953786161,4.3335897360040905,19.0,9.91150442477876,31,Female,Delhi,265.0,8,3.65,6.908333333333334,2.8445283018867924,2002,0.03018867924528302,Zone_3,12971.0,2.11,38.0,Business,High,2.0
T00334,R0178,Zone_10,11.0,61.05,200.36,Cash,2024-01-27,0,0.7689206664427356,0.6184316183191939,5.30509435082706,2.4849066497880004,7.813449942247022,61.0,18.214545454545455,27,Male,Delhi,56.0,7,3.13,9.037142857142857,18.581071428571427,1951,0.125,,,,,,,
T00335,R0170,Zone_2,0.11,1.02,1.76,UPI,2024-05-14,0,-1.55328911433882,-1.8282621466198894,1.0152306797290584,0.10436001532424277,1.0099504938362078,1.0,16.0,29,Other,Bengaluru,28.0,3,3.68,7.644285714285714,33.65,2311,0.10714285714285714,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00336,R0224,Zone_2,3.47,17.54,72.48,Cash,2023-01-08,0,-0.7263672830353375,-1.0733593871896485,4.297013260346925,1.4973884086254776,4.188078318274385,18.0,20.887608069164266,29,Female,Ahmedabad,200.0,1,4.31,5.958571428571429,2.5707,2235,0.005,Zone_2,6371.0,0.91,58.4,Residential,Low,0.0
T00337,R0115,Zone_8,13.21,99.53,292.15,Wallet,2024-05-15,0,1.842211883854311,1.1149599213968227,5.680684423410224,2.6539459421090092,9.976472322419383,100.0,22.11582134746404,40,Female,Bengaluru,170.0,15,4.4,7.58909090909091,8.388058823529413,2391,0.08823529411764706,,,,,,,
T00338,R0136,Zone_1,2.52,16.42,53.39,Cash,2023-02-11,0,-0.9495847287308052,-1.286799155480937,3.9961803134348695,1.2584609896100056,4.052159917870962,16.0,21.186507936507937,34,Male,Hyderabad,339.0,11,3.82,6.715,1.0111799410029498,2798,0.032448377581120944,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00339,R0152,Zone_5,8.48,84.12,165.16,UPI,2024-05-08,0,0.35733061466272154,0.0522545487465136,5.112951179567857,2.2491843162669305,9.171695590238482,84.0,19.47641509433962,34,Female,Bengaluru,143.0,24,3.91,9.706,6.395524475524475,1962,0.16783216783216784,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00340,R0223,Zone_1,12.0,90.38,197.57,Wallet,2023-09-14,0,0.7362974776794899,0.8431050586258131,5.2911416827989415,2.5649493574615367,9.506839643120104,90.0,16.464166666666667,30,Female,Surat,158.0,10,4.04,7.05,6.248164556962026,2484,0.06329113924050633,Zone_1,4921.0,2.43,30.9,Residential,High,2.0
T00341,R0054,Zone_5,15.63,117.8,255.15,Cash,2023-08-12,0,1.409574613517365,1.6586696469388411,5.5457632103852115,2.8112082932048366,10.853570840972107,118.0,16.324376199616122,25,Other,Mumbai,267.0,22,3.58,15.63,0.9556179775280899,1905,0.08239700374531835,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00342,R0105,Zone_5,3.4,31.54,36.83,Credit Card,2023-02-12,0,-1.1432191394545845,-1.089086528011112,3.6331024386449378,1.4816045409242156,5.616048432839588,32.0,10.83235294117647,31,Female,Jaipur,346.0,9,3.69,7.933333333333334,3.7604624277456646,2180,0.02601156069364162,Zone_5,2590.0,1.31,43.9,Business,Medium,1.0
T00343,R0232,Zone_7,4.88,42.08,121.38,UPI,2024-06-08,1,-0.15458451223867067,-0.7565698363573157,4.807130958034395,1.7715567619105355,6.486909896090742,42.0,24.87295081967213,38,Male,Jaipur,172.0,15,3.94,7.169230769230769,8.667674418604651,1379,0.0872093023255814,,,,,,,
T00344,R0036,Zone_8,17.02,161.82,174.34,Cash,2023-08-24,0,0.4646714293030775,1.9709657289650415,5.1667269461604395,2.8914822521801917,12.720849028268514,162.0,10.243243243243244,30,Female,Surat,177.0,15,4.9,9.31,5.884293785310734,1646,0.0847457627118644,,,,,,,
